account_id,tenure_days,is_trial,industry_risk_score,error_rate,usage_trend_30j,nb_tickets_urgents,avg_resolution_time,satisfaction_score_moyen,downgrade_flag,auto_renew_flag
A-a865bd,904,False,0.4,0.05652173913043478,0.0,1.0,31.5,3.5,0,1
A-4e631b,725,False,0.2,0.05776892430278884,0.0,1.0,24.5,4.0,1,1
A-7f6b86,930,True,0.3,0.03333333333333333,0.0,1.0,40.42857142857143,3.857142857142857,0,1
A-8adedc,759,True,0.5,0.05660377358490566,0.0,0.0,49.25,4.0,0,1
A-2edab2,845,False,0.3,0.053388090349075976,0.0,0.0,30.0,3.75,0,1
A-149a69,510,False,0.1,0.04326923076923077,0.0,3.0,33.875,4.125,0,1
A-a6d261,833,False,0.2,0.046251993620414676,0.0,0.0,40.0,4.5,0,1
A-443f6f,459,False,0.4,0.05313092979127135,0.0,1.0,28.0,4.5,0,1
A-202b67,719,False,0.3,0.0894854586129754,0.0,2.0,36.75,4.5,0,1
A-00bed1,848,True,0.4,0.05252918287937743,0.0,2.0,31.75,4.0,0,1
A-ffc04f,643,False,0.5,0.07467911318553092,0.0,1.0,17.714285714285715,4.285714285714286,1,1
A-65c341,806,True,0.2,0.04390243902439024,0.0,1.0,41.4,4.0,0,1
A-dcc2f0,963,False,0.2,0.031212484993997598,0.0,1.0,27.0,4.0,0,1
A-ced9aa,522,False,0.1,0.07344632768361582,0.0,1.0,28.857142857142858,3.857142857142857,0,1
A-3d957b,706,False,0.3,0.09090909090909091,0.0,1.0,41.333333333333336,3.6666666666666665,0,1
A-89ee83,523,False,0.4,0.04601769911504425,0.0,2.0,21.8,4.0,0,1
A-883b7d,713,False,0.4,0.062111801242236024,0.0,4.0,25.571428571428573,3.7142857142857144,0,1
A-dcc3f1,805,False,0.3,0.064,0.0,3.0,35.666666666666664,3.888888888888889,1,1
A-c62e55,1127,True,0.5,0.03857566765578635,0.0,2.0,27.5,4.0,0,1
A-e4144b,505,False,0.5,0.04783599088838269,0.0,1.0,57.0,4.0,0,1
A-e40f45,692,False,0.3,0.06483790523690773,0.0,2.0,26.714285714285715,4.142857142857143,0,1
A-96215d,580,False,0.2,0.06051873198847262,0.0,1.0,25.0,3.0,0,1
A-2b9d3e,1011,False,0.5,0.04279279279279279,0.0,1.0,34.666666666666664,4.333333333333333,0,1
A-b7724f,1079,False,0.3,0.042105263157894736,0.0,1.0,28.666666666666668,3.3333333333333335,0,1
A-310452,441,False,0.1,0.05970149253731343,0.0,1.0,34.2,3.6,0,1
A-eb1312,541,False,0.2,0.05731523378582202,0.0,0.0,68.0,5.0,0,1
A-df1e44,747,False,0.4,0.03333333333333333,0.0,0.0,53.0,4.5,1,1
A-6a7c9d,503,False,0.4,0.031746031746031744,0.0,0.0,34.333333333333336,4.0,0,1
A-cbd1a3,471,False,0.1,0.06881720430107527,0.0,1.0,34.5,4.0,0,1
A-a8d89d,824,False,0.5,0.047186932849364795,0.0,0.0,44.5,4.5,0,1
A-600734,848,True,0.1,0.045454545454545456,0.0,3.0,52.57142857142857,3.857142857142857,0,1
A-86fc1d,593,False,0.1,0.07162534435261708,0.0,3.0,27.0,4.0,0,1
A-78f02b,479,False,0.3,0.07582938388625593,0.0,0.0,45.75,4.0,0,1
A-acb7f7,795,False,0.5,0.058823529411764705,0.0,1.0,41.0,3.6666666666666665,1,1
A-712f1c,816,False,0.1,0.05388272583201268,0.0,2.0,41.666666666666664,4.0,0,1
A-3793ee,1086,True,0.4,0.03125,0.0,0.0,43.75,4.0,1,1
A-9a532a,613,False,0.3,0.08108108108108109,0.0,0.0,57.5,4.0,0,1
A-2ebb4b,1031,False,0.3,0.06762295081967214,0.0,0.0,43.5,3.0,0,1
A-6843f2,456,False,0.3,0.035343035343035345,0.0,0.0,36.5,3.0,1,1
A-c9bb3e,717,False,0.5,0.04219409282700422,0.0,2.0,27.714285714285715,4.142857142857143,0,1
A-4814a3,540,False,0.4,0.07666098807495741,0.0,2.0,18.75,4.0,1,1
A-b7b7b7,619,False,0.2,0.04553415061295972,0.0,0.0,17.0,4.666666666666667,0,1
A-ccc747,789,False,0.3,0.045774647887323945,0.0,1.0,32.25,4.25,0,1
A-bb3bd4,774,False,0.3,0.03492063492063492,0.0,3.0,32.72727272727273,4.090909090909091,0,1
A-09316c,546,False,0.2,0.054770318021201414,0.0,0.0,54.75,3.75,0,1
A-96bbc6,673,False,0.4,0.05186721991701245,0.0,0.0,51.333333333333336,3.3333333333333335,1,1
A-bc4d48,637,True,0.5,0.028037383177570093,0.0,1.0,41.166666666666664,4.166666666666667,0,1
A-b30291,705,True,0.3,0.05973025048169557,0.0,1.0,16.0,4.0,0,1
A-cdf020,938,False,0.1,0.047493403693931395,0.0,1.0,29.5,4.0,0,1
A-e6afc1,1111,False,0.1,0.044182621502209134,0.0,0.0,0.0,0.0,0,1
A-e3bd71,1082,False,0.4,0.04231974921630094,0.0,1.0,30.25,4.0,1,1
A-b179bf,500,False,0.4,0.04522613065326633,0.0,2.0,24.666666666666668,4.0,0,1
A-098560,872,False,0.1,0.0564373897707231,0.0,0.0,28.0,3.0,0,1
A-82861f,685,False,0.1,0.09307359307359307,0.0,2.0,24.4,3.2,0,1
A-94c3cd,903,False,0.2,0.058823529411764705,0.0,1.0,44.75,3.75,0,1
A-a33200,542,False,0.3,0.05029013539651837,0.0,1.0,36.333333333333336,4.333333333333333,0,1
A-034368,857,False,0.5,0.09433962264150944,0.0,1.0,41.2,4.0,0,1
A-b54c01,528,False,0.1,0.0752212389380531,0.0,0.0,42.6,3.6,0,1
A-d82ef9,617,False,0.5,0.06774668630338733,0.0,2.0,39.8,4.2,1,1
A-bb2f49,1018,False,0.4,0.06796116504854369,0.0,1.0,22.333333333333332,4.0,1,1
A-1f559b,919,True,0.3,0.0675,0.0,2.0,50.4,4.2,1,1
A-5a215a,796,False,0.5,0.08798017348203221,0.0,2.0,29.5,4.0,0,1
A-3f9cc0,646,False,0.3,0.05896805896805897,0.0,2.0,34.8,4.2,1,1
A-f9cc74,515,True,0.1,0.045454545454545456,0.0,0.0,49.833333333333336,4.0,0,1
A-ed510f,1149,False,0.4,0.056795131845841784,0.0,3.0,44.55555555555556,4.0,0,1
A-5c9849,493,False,0.5,0.048625792811839326,0.0,2.0,59.5,4.0,0,1
A-a7bd4b,1120,False,0.4,0.0642361111111111,0.0,1.0,36.833333333333336,3.5,0,1
A-d4ac0e,690,False,0.1,0.06683480453972257,0.0,0.0,21.0,3.75,0,1
A-ffdfd5,697,False,0.5,0.052930056710775046,0.0,0.0,0.0,0.0,0,1
A-0dbdc6,1123,False,0.4,0.060546875,0.0,0.0,47.0,4.25,0,1
A-7cfe77,609,False,0.1,0.05365853658536585,0.0,1.0,30.714285714285715,3.7142857142857144,1,1
A-1f0636,800,False,0.5,0.043795620437956206,0.0,0.0,38.5,3.5,0,1
A-40de06,1038,False,0.4,0.04767184035476718,0.0,1.0,40.333333333333336,4.0,1,1
A-cb5333,715,False,0.1,0.04271356783919598,0.0,1.0,30.75,3.75,1,1
A-309e54,457,False,0.1,0.047151277013752456,0.0,2.0,23.8,3.8,1,1
A-6e7827,1081,False,0.1,0.07398568019093078,0.0,0.0,51.0,3.5,0,1
A-50bb9f,607,False,0.4,0.05434782608695652,0.0,2.0,33.285714285714285,4.0,0,1
A-5fe118,489,False,0.4,0.05150214592274678,0.0,1.0,19.0,4.0,0,1
A-5247b3,729,True,0.2,0.047540983606557376,0.0,2.0,45.8,4.0,0,1
A-f44180,1122,False,0.4,0.04230769230769231,0.0,1.0,46.5,5.0,0,1
A-c16cf7,511,True,0.5,0.045060658578856154,0.0,0.0,48.333333333333336,3.6666666666666665,0,1
A-d42431,640,True,0.2,0.07439824945295405,0.0,2.0,24.25,4.0,1,1
A-6965e1,471,False,0.1,0.046251993620414676,0.0,0.0,39.0,3.6666666666666665,1,1
A-0354fe,505,False,0.4,0.06479481641468683,0.0,0.0,20.0,4.0,0,1
A-0a62f5,546,False,0.2,0.028688524590163935,0.0,1.0,33.5,4.0,0,1
A-f5641b,711,False,0.5,0.0410958904109589,0.0,1.0,47.5,3.5,1,1
A-b44e3e,758,False,0.4,0.03359173126614987,0.0,2.0,40.0,4.333333333333333,0,1
A-3b37d9,1139,False,0.2,0.04656319290465632,0.0,1.0,36.0,4.2,0,1
A-54d94a,1045,False,0.4,0.048109965635738834,0.0,0.0,53.75,3.75,1,1
A-7f29a7,539,True,0.4,0.061389337641357025,0.0,1.0,24.0,4.0,0,1
A-089363,1040,False,0.2,0.052547770700636945,0.0,0.0,35.0,3.6666666666666665,0,1
A-524364,435,False,0.1,0.10126582278481013,0.0,1.0,47.666666666666664,4.333333333333333,0,1
A-855a48,810,True,0.5,0.03571428571428571,0.0,1.0,39.6,3.8,1,1
A-756192,1004,False,0.2,0.06969205834683954,0.0,2.0,37.333333333333336,4.0,0,1
A-49b828,1041,False,0.2,0.06550218340611354,0.0,0.0,13.666666666666666,3.6666666666666665,0,1
A-c7ffc2,1139,True,0.4,0.04375,0.0,0.0,64.0,3.5,0,1
A-751c58,601,False,0.2,0.020905923344947737,0.0,0.0,39.6,4.2,0,1
A-72799b,849,False,0.1,0.06181818181818182,0.0,0.0,33.5,4.5,1,1
A-812c5b,745,False,0.1,0.053117782909930716,0.0,2.0,27.0,4.0,0,1
A-69b156,841,False,0.5,0.05555555555555555,0.0,0.0,32.0,4.0,1,1
A-075038,1034,False,0.3,0.04172274562584118,0.0,0.0,43.5,3.0,0,1
A-940b8b,722,False,0.3,0.08839779005524862,0.0,1.0,41.333333333333336,4.0,1,1
A-2d1036,635,False,0.2,0.057803468208092484,0.0,1.0,37.8,4.6,1,1
A-0f6450,439,True,0.2,0.07235621521335807,0.0,1.0,29.75,3.875,0,1
A-9affe6,1085,False,0.4,0.03382663847780127,0.0,1.0,58.0,3.6666666666666665,0,1
A-80eeb6,1037,False,0.4,0.05931034482758621,0.0,1.0,40.25,3.75,1,1
A-d4e0d4,509,False,0.2,0.06762295081967214,0.0,0.0,39.25,4.0,1,1
A-c7e58b,990,False,0.3,0.052478134110787174,0.0,1.0,30.6,3.6,0,1
A-016043,588,True,0.5,0.04285714285714286,0.0,0.0,30.333333333333332,4.0,0,1
A-bbe56f,1119,False,0.3,0.034482758620689655,0.0,1.0,26.25,4.0,0,1
A-7c5768,739,False,0.3,0.06724511930585683,0.0,2.0,28.8,4.0,0,1
A-751bd4,607,False,0.4,0.0,0.0,3.0,23.166666666666668,4.166666666666667,0,1
A-4e0e85,915,False,0.1,0.03125,0.0,0.0,53.0,4.5,0,1
A-ad3abd,1104,False,0.2,0.037162162162162164,0.0,1.0,13.0,3.3333333333333335,0,1
A-e19ff6,957,False,0.4,0.05263157894736842,0.0,1.0,30.666666666666668,4.666666666666667,0,1
A-7920cc,839,False,0.4,0.04658901830282862,0.0,1.0,32.857142857142854,4.142857142857143,0,1
A-5a92e7,638,False,0.3,0.08587570621468926,0.0,3.0,45.0,4.285714285714286,0,1
A-fdfc91,1040,False,0.4,0.051418439716312055,0.0,4.0,28.8,3.8,0,1
A-1e50e0,1114,True,0.4,0.07731958762886598,0.0,1.0,20.5,4.5,0,1
A-1e1b80,911,False,0.2,0.0689149560117302,0.0,1.0,43.0,3.3333333333333335,0,1
A-659280,845,True,0.2,0.05546492659053834,0.0,0.0,8.0,4.25,0,1
A-f6b2fb,687,False,0.1,0.07061068702290077,0.0,0.0,55.0,4.0,1,1
A-cb6cc6,1073,True,0.1,0.08280254777070063,0.0,0.0,16.333333333333332,3.6666666666666665,0,1
A-d62e02,568,False,0.4,0.06686046511627906,0.0,0.0,36.0,4.0,1,1
A-d535f6,554,True,0.1,0.06079664570230608,0.0,0.0,0.0,0.0,1,1
A-39868b,724,False,0.2,0.06885245901639345,0.0,1.0,39.0,4.166666666666667,0,1
A-3cc791,791,False,0.5,0.06711409395973154,0.0,1.0,48.333333333333336,4.166666666666667,0,1
A-337bc1,966,True,0.4,0.08,0.0,0.0,32.5,4.0,1,1
A-58b9ff,649,False,0.1,0.047976011994003,0.0,0.0,66.0,4.0,1,1
A-bf7919,469,False,0.3,0.05343511450381679,0.0,0.0,14.5,4.5,0,1
A-1d5444,783,False,0.4,0.05912162162162162,0.0,0.0,30.0,4.0,0,1
A-0f3e88,962,False,0.3,0.046822742474916385,0.0,1.0,48.0,4.333333333333333,0,1
A-7641d3,1119,True,0.5,0.05009633911368015,0.0,2.0,45.2,4.2,1,1
A-cd458b,634,True,0.1,0.052083333333333336,0.0,4.0,38.4,4.6,1,1
A-c16b88,830,False,0.3,0.0525164113785558,0.0,0.0,48.333333333333336,3.6666666666666665,0,1
A-59f724,859,True,0.3,0.06752873563218391,0.0,2.0,19.25,4.25,0,1
A-87aa7b,664,True,0.3,0.04716981132075472,0.0,1.0,27.333333333333332,4.0,1,1
A-1e6fc3,826,False,0.5,0.0778688524590164,0.0,1.0,23.8,3.8,0,1
A-39ddf4,461,False,0.5,0.07912087912087912,0.0,0.0,23.0,4.2,0,1
A-34ea2f,573,False,0.3,0.05454545454545454,0.0,3.0,35.25,3.875,0,1
A-716841,674,False,0.2,0.0377906976744186,0.0,0.0,29.8,4.0,0,1
A-558c72,1014,False,0.2,0.05405405405405406,0.0,1.0,64.25,4.25,0,1
A-b11cd0,1146,True,0.1,0.05755395683453238,0.0,0.0,38.5,4.0,0,1
A-cc1d8d,458,False,0.2,0.07766990291262135,0.0,0.0,30.2,4.2,1,1
A-7f4db3,1102,False,0.2,0.054502369668246446,0.0,1.0,16.6,3.4,1,1
A-db5e9e,487,False,0.1,0.04607508532423208,0.0,0.0,66.0,5.0,1,1
A-cc102e,695,False,0.3,0.09898477157360407,0.0,0.0,33.25,4.25,0,1
A-82d8a6,468,False,0.4,0.057488653555219364,0.0,1.0,42.2,3.8,1,1
A-dec005,880,False,0.3,0.09263157894736843,0.0,0.0,59.0,3.5,0,1
A-5790f4,444,True,0.2,0.08099688473520249,0.0,1.0,44.0,4.0,0,1
A-7c83a1,674,False,0.4,0.03639240506329114,0.0,0.0,42.0,4.0,1,1
A-297a2d,1041,False,0.3,0.09016393442622951,0.0,0.0,32.5,3.5,0,1
A-4c56c9,812,False,0.2,0.060995184590690206,0.0,0.0,38.6,3.8,0,1
A-cbbe12,1085,False,0.4,0.056179775280898875,0.0,2.0,38.0,4.166666666666667,1,1
A-4a267b,675,False,0.2,0.04417670682730924,0.0,1.0,16.25,4.25,1,1
A-bcbe98,590,False,0.4,0.06771653543307087,0.0,3.0,38.285714285714285,4.0,1,1
A-427b69,565,False,0.2,0.05157593123209169,0.0,1.0,31.5,3.5,0,1
A-0be015,512,False,0.2,0.04377104377104377,0.0,2.0,40.285714285714285,4.142857142857143,0,1
A-054577,682,False,0.5,0.062424969987995196,0.0,1.0,46.0,4.0,1,1
A-bc87bc,602,False,0.2,0.03553299492385787,0.0,1.0,40.57142857142857,3.857142857142857,0,1
A-0f7d77,499,False,0.2,0.06375838926174497,0.0,0.0,27.2,4.4,0,1
A-e7beab,873,False,0.5,0.045576407506702415,0.0,0.0,36.666666666666664,4.0,0,1
A-a09355,578,False,0.2,0.05964467005076142,0.0,3.0,32.6,4.0,1,1
A-31ab9a,738,False,0.2,0.06764705882352941,0.0,2.0,43.142857142857146,3.7142857142857144,0,1
A-0158bb,658,False,0.2,0.06043956043956044,0.0,1.0,32.0,3.0,0,1
A-f19b24,1156,True,0.4,0.08403361344537816,0.0,1.0,35.5,4.0,0,1
A-798a3f,874,False,0.1,0.05397727272727273,0.0,3.0,33.0,4.0,0,1
A-42b791,660,False,0.2,0.019230769230769232,0.0,1.0,33.666666666666664,4.0,0,1
A-068fc6,968,False,0.5,0.048494983277591976,0.0,4.0,38.8,4.2,0,1
A-6f50ae,902,False,0.2,0.059186189889025895,0.0,1.0,31.0,4.4,1,1
A-a2485e,584,True,0.2,0.04100946372239748,0.0,0.0,0.0,0.0,1,1
A-bb1eaa,638,False,0.4,0.042682926829268296,0.0,4.0,23.5,4.166666666666667,1,1
A-cc98bc,1022,False,0.1,0.043557168784029036,0.0,1.0,4.666666666666667,4.0,0,1
A-d77f4c,898,True,0.1,0.05186385737439222,0.0,1.0,31.0,4.0,1,1
A-ccabf0,856,False,0.3,0.05731225296442688,0.0,0.0,46.25,3.75,1,1
A-700ade,496,True,0.4,0.06338028169014084,0.0,3.0,30.25,4.5,0,1
A-4a4c2d,1044,False,0.1,0.06303236797274275,0.0,0.0,42.0,4.2,1,1
A-b7ef83,651,True,0.4,0.052845528455284556,0.0,1.0,47.5,4.0,0,1
A-e08cd3,536,True,0.2,0.04861111111111111,0.0,3.0,30.375,4.0,1,1
A-19b2c8,1009,False,0.1,0.056572379367720464,0.0,0.0,29.333333333333332,4.666666666666667,0,1
A-970c97,740,False,0.3,0.05405405405405406,0.0,1.0,61.0,5.0,1,1
A-6dee43,942,True,0.2,0.02386117136659436,0.0,3.0,44.2,4.2,0,1
A-5ed98d,627,False,0.1,0.057692307692307696,0.0,2.0,35.8,4.2,0,1
A-c58f49,588,True,0.5,0.06060606060606061,0.0,2.0,36.333333333333336,4.333333333333333,0,1
A-9c18c4,958,False,0.3,0.06654676258992806,0.0,1.0,42.25,4.0,0,1
A-cc8c8f,633,False,0.1,0.06716417910447761,0.0,2.0,14.5,3.5,1,1
A-5f7781,568,False,0.1,0.0546448087431694,0.0,0.0,28.5,4.0,0,1
A-e1b9cd,1109,False,0.1,0.055952380952380955,0.0,0.0,35.0,3.0,1,1
A-ac85cd,588,False,0.5,0.04574132492113565,0.0,0.0,33.666666666666664,3.6666666666666665,1,1
A-d792a6,1143,False,0.1,0.057971014492753624,0.0,2.0,40.6,4.0,1,1
A-ac9111,942,True,0.3,0.05693069306930693,0.0,2.0,24.666666666666668,4.333333333333333,1,1
A-18793f,448,True,0.5,0.0411522633744856,0.0,0.0,45.2,3.8,0,1
A-9f0b68,682,False,0.5,0.0465444287729196,0.0,1.0,30.333333333333332,3.6666666666666665,1,1
A-d3c88e,509,False,0.1,0.07453416149068323,0.0,1.0,58.0,4.0,0,1
A-ccb686,779,False,0.1,0.0638002773925104,0.0,0.0,67.0,4.0,1,1
A-118f1c,496,False,0.4,0.037940379403794036,0.0,0.0,64.0,3.0,0,1
A-0e966d,624,False,0.2,0.05345911949685535,0.0,0.0,31.666666666666668,4.333333333333333,0,1
A-b9f5b1,1142,True,0.4,0.03908794788273615,0.0,2.0,31.833333333333332,3.3333333333333335,0,1
A-8ae3fc,621,False,0.1,0.07462686567164178,0.0,2.0,39.5,3.75,0,1
A-55f257,811,False,0.2,0.052521008403361345,0.0,2.0,43.166666666666664,4.666666666666667,0,1
A-d26ab4,489,False,0.1,0.05240174672489083,0.0,1.0,49.5,4.0,1,1
A-712533,954,False,0.5,0.06129597197898424,0.0,0.0,37.4,3.8,0,1
A-781cc0,553,False,0.5,0.04861111111111111,0.0,0.0,57.5,3.75,0,1
