account_id,account_name,industry,country,signup_date,referral_source,plan_tier,seats,churn_flag,tenure_days,industry_risk_score,error_rate,usage_trend_30j,nb_tickets_urgents,avg_resolution_time,satisfaction_score_moyen,downgrade_flag,auto_renew_flag,is_trial
A-39b19f,Company_176,FinTech,US,2023-02-03,partner,Enterprise,1,False,1132,0.2,0.0698113207547169,0.0,0.0,47.833333333333336,4.166666666666667,1,1,False
A-56962b,Company_177,EdTech,UK,2024-04-09,partner,Enterprise,163,False,701,0.5,0.092250922509225,0.0,0.0,37.5,3.75,0,1,False
A-e60f9d,Company_178,FinTech,US,2024-08-26,other,Basic,29,False,562,0.2,0.0381558028616852,0.0,2.0,70.5,4.0,1,1,False
A-88c6ca,Company_179,FinTech,DE,2024-10-25,ads,Basic,5,True,502,0.2,0.0426008968609865,0.0,1.0,56.0,4.0,0,1,False
A-158f4e,Company_180,FinTech,IN,2023-03-03,other,Enterprise,61,False,1104,0.2,0.0640176600441501,0.0,1.0,27.6,4.2,0,1,False
A-5b051a,Company_181,Cybersecurity,US,2024-08-05,event,Enterprise,22,False,583,0.4,0.0994152046783625,0.0,1.0,2.0,3.0,0,1,False
A-296d7c,Company_182,DevTools,DE,2023-11-08,other,Enterprise,2,False,854,0.1,0.0504201680672268,0.0,2.0,50.4,3.8,0,1,False
A-1619f8,Company_183,DevTools,US,2024-05-20,organic,Pro,29,False,660,0.1,0.0601851851851851,0.0,1.0,42.0,4.333333333333333,0,1,False
A-a1b80b,Company_184,HealthTech,US,2023-11-27,organic,Basic,16,False,835,0.3,0.0640854472630173,0.0,1.0,41.0,4.0,1,1,False
A-139c3b,Company_185,HealthTech,US,2024-11-21,organic,Enterprise,10,True,475,0.3,0.0334728033472803,0.0,3.0,28.444444444444443,4.222222222222222,0,1,True
A-702032,Company_186,HealthTech,US,2023-10-03,ads,Pro,28,False,890,0.3,0.0526315789473684,0.0,0.0,26.0,3.5,0,1,False
A-7a0d69,Company_187,DevTools,DE,2024-06-15,ads,Enterprise,4,True,634,0.1,0.0511551155115511,0.0,1.0,29.0,4.5,0,1,True
A-22d9d2,Company_188,DevTools,FR,2024-03-22,event,Pro,8,False,719,0.1,0.0549872122762148,0.0,3.0,16.0,4.0,1,1,False
A-b9eed8,Company_189,Cybersecurity,US,2024-02-23,organic,Basic,11,False,747,0.4,0.088282504012841,0.0,1.0,29.2,3.8,1,1,False
A-dfbd31,Company_190,DevTools,UK,2023-12-04,partner,Enterprise,14,False,828,0.1,0.031719532554257,0.0,0.0,29.666666666666668,4.166666666666667,1,1,False
A-8e47ca,Company_191,HealthTech,US,2024-02-15,organic,Pro,19,False,755,0.3,0.0793650793650793,0.0,0.0,33.4,4.0,0,1,False
A-4437e4,Company_192,Cybersecurity,US,2023-09-16,event,Enterprise,3,False,907,0.4,0.053349875930521,0.0,1.0,34.666666666666664,3.6666666666666665,1,1,False
A-779e4e,Company_193,HealthTech,US,2023-01-02,organic,Basic,5,False,1164,0.3,0.0508905852417302,0.0,4.0,26.6,4.0,1,1,False
A-53f4e3,Company_194,Cybersecurity,UK,2024-06-14,event,Enterprise,13,False,635,0.4,0.1097560975609756,0.0,3.0,28.6,4.0,0,1,False
A-692f18,Company_195,EdTech,US,2024-03-28,other,Basic,5,True,713,0.5,0.0631458094144661,0.0,0.0,37.5,4.5,1,1,True
A-13466a,Company_196,DevTools,AU,2023-10-22,event,Basic,2,True,871,0.1,0.0682926829268292,0.0,0.0,32.333333333333336,4.333333333333333,0,1,False
A-1986ca,Company_197,HealthTech,IN,2023-01-30,ads,Pro,20,False,1136,0.3,0.0635359116022099,0.0,3.0,36.57142857142857,3.571428571428572,0,1,False
A-0cc442,Company_198,EdTech,US,2024-07-18,organic,Basic,45,False,601,0.5,0.05359477124183,0.0,1.0,37.0,3.6666666666666665,1,1,False
A-c608c8,Company_199,DevTools,DE,2023-04-27,ads,Pro,3,True,1049,0.1,0.0606741573033707,0.0,0.0,59.0,3.5,1,1,False
A-3be56b,Company_200,HealthTech,IN,2023-10-26,event,Pro,3,True,867,0.3,0.0625,0.0,0.0,40.25,3.5,1,1,False
A-354f12,Company_201,FinTech,US,2024-04-28,ads,Pro,1,False,682,0.2,0.0189873417721519,0.0,0.0,56.5,4.0,1,1,True
A-68f37c,Company_202,HealthTech,US,2023-07-15,ads,Basic,4,False,970,0.3,0.0641025641025641,0.0,1.0,20.2,4.0,0,1,False
A-aa9511,Company_203,DevTools,US,2023-10-10,other,Pro,23,False,883,0.1,0.056,0.0,1.0,56.5,4.0,1,1,True
A-af0cd2,Company_204,Cybersecurity,IN,2023-01-03,other,Enterprise,19,False,1163,0.4,0.0480349344978165,0.0,1.0,54.333333333333336,4.0,0,1,True
A-bd4513,Company_205,DevTools,AU,2024-11-06,event,Enterprise,50,False,490,0.1,0.0670611439842209,0.0,0.0,42.0,4.666666666666667,0,1,True
A-c222ab,Company_206,Cybersecurity,US,2024-05-10,other,Pro,32,True,670,0.4,0.0758620689655172,0.0,2.0,39.0,4.25,0,1,False
A-34d880,Company_207,Cybersecurity,AU,2024-04-11,ads,Enterprise,4,False,699,0.4,0.0843881856540084,0.0,1.0,52.2,3.0,0,1,False
A-508199,Company_208,FinTech,AU,2024-01-28,event,Basic,19,False,773,0.2,0.0649350649350649,0.0,1.0,50.66666666666666,3.6666666666666665,0,1,False
A-f03140,Company_209,DevTools,IN,2023-11-22,event,Pro,27,False,840,0.1,0.0369747899159663,0.0,2.0,36.0,3.857142857142857,1,1,True
A-410e86,Company_210,FinTech,US,2024-11-10,organic,Basic,24,False,486,0.2,0.071917808219178,0.0,0.0,42.6,3.8,0,1,False
A-fa2041,Company_211,HealthTech,US,2024-05-29,organic,Pro,15,False,651,0.3,0.0615942028985507,0.0,0.0,16.0,3.0,0,1,True
A-de58ca,Company_212,HealthTech,DE,2023-04-13,organic,Enterprise,15,False,1063,0.3,0.0653465346534653,0.0,0.0,30.6,3.6,0,1,False
A-05d3b3,Company_213,DevTools,AU,2023-05-28,ads,Basic,9,False,1018,0.1,0.0342679127725856,0.0,2.0,31.5,4.166666666666667,0,1,True
A-249769,Company_214,Cybersecurity,US,2024-04-25,event,Enterprise,4,True,685,0.4,0.0442477876106194,0.0,0.0,39.5,4.0,0,1,False
A-e43bf7,Company_215,Cybersecurity,AU,2023-03-24,other,Pro,44,False,1083,0.4,0.0943396226415094,0.0,2.0,27.4,4.0,0,1,False
A-eb2fdc,Company_216,DevTools,AU,2023-11-21,organic,Enterprise,31,True,841,0.1,0.0310786106032906,0.0,0.0,33.6,4.4,0,1,False
A-e1462e,Company_217,FinTech,UK,2023-03-12,partner,Basic,15,False,1095,0.2,0.063400576368876,0.0,1.0,39.5,3.5,1,1,False
A-cab532,Company_218,DevTools,FR,2023-04-03,organic,Pro,11,False,1073,0.1,0.0467661691542288,0.0,0.0,32.0,4.0,1,1,True
A-9123ac,Company_219,Cybersecurity,DE,2023-06-20,organic,Pro,9,False,995,0.4,0.0621761658031088,0.0,2.0,38.833333333333336,4.166666666666667,1,1,False
A-6e08f3,Company_220,Cybersecurity,US,2023-02-27,event,Basic,8,False,1108,0.4,0.0426829268292682,0.0,1.0,36.5,3.5,1,1,False
A-d922bf,Company_221,HealthTech,US,2023-09-08,ads,Basic,5,True,915,0.3,0.0453460620525059,0.0,0.0,39.142857142857146,3.7142857142857135,0,1,True
A-8ed5dd,Company_222,EdTech,UK,2023-06-29,event,Enterprise,5,True,986,0.5,0.0825688073394495,0.0,1.0,29.0,3.8333333333333335,1,1,False
A-7c6b6b,Company_223,FinTech,US,2024-11-30,other,Basic,6,False,466,0.2,0.0771704180064308,0.0,0.0,52.2,4.2,0,1,False
A-3c1a3f,Company_224,DevTools,UK,2023-08-26,event,Pro,1,False,928,0.1,0.0442655935613682,0.0,0.0,33.25,3.75,1,1,False
A-b48f73,Company_225,EdTech,AU,2024-11-13,event,Pro,80,False,483,0.5,0.0558252427184466,0.0,0.0,28.666666666666668,4.0,0,1,True
A-76fa4d,Company_226,HealthTech,US,2024-11-24,event,Pro,69,False,472,0.3,0.0588235294117647,0.0,1.0,33.4,4.4,0,1,False
A-b2af2e,Company_227,Cybersecurity,UK,2024-08-24,event,Enterprise,5,False,564,0.4,0.0632183908045977,0.0,0.0,39.5,4.0,1,1,False
A-9bfc9f,Company_228,DevTools,CA,2023-09-14,ads,Pro,53,False,909,0.1,0.0478723404255319,0.0,1.0,35.333333333333336,3.6666666666666665,1,1,False
A-4ae22a,Company_229,EdTech,US,2024-05-09,other,Pro,6,True,671,0.5,0.084010840108401,0.0,1.0,14.333333333333334,3.6666666666666665,0,1,False
A-fda07f,Company_230,Cybersecurity,FR,2024-08-11,partner,Basic,7,False,577,0.4,0.0572687224669603,0.0,1.0,17.8,4.0,1,1,False
A-de24d5,Company_231,DevTools,US,2024-11-05,other,Enterprise,5,False,491,0.1,0.0521415270018622,0.0,1.0,43.142857142857146,3.7142857142857135,0,1,True
A-977ca0,Company_232,HealthTech,IN,2023-02-20,partner,Basic,6,True,1115,0.3,0.051511758118701,0.0,1.0,64.0,4.0,0,1,False
A-ab438f,Company_233,Cybersecurity,US,2024-09-13,ads,Enterprise,13,True,544,0.4,0.032520325203252,0.0,2.0,33.5,3.5,0,1,False
A-e89151,Company_234,FinTech,UK,2023-09-14,organic,Pro,8,True,909,0.2,0.0482529118136439,0.0,0.0,41.5,4.5,0,1,True
A-40906c,Company_235,EdTech,US,2024-03-27,ads,Basic,92,False,714,0.5,0.0467153284671532,0.0,1.0,29.2,3.8,0,1,False
A-81edc3,Company_236,Cybersecurity,IN,2023-10-30,ads,Basic,5,False,863,0.4,0.05359477124183,0.0,0.0,52.66666666666666,4.0,0,1,False
A-328bd0,Company_237,HealthTech,AU,2023-05-16,partner,Enterprise,18,False,1030,0.3,0.0862676056338028,0.0,0.0,46.0,3.8,1,1,False
A-b3fe05,Company_238,Cybersecurity,CA,2024-05-28,partner,Pro,8,False,652,0.4,0.0410958904109589,0.0,2.0,48.25,3.5,0,1,False
A-09540c,Company_239,Cybersecurity,CA,2023-10-30,event,Basic,67,False,863,0.4,0.0538720538720538,0.0,0.0,28.0,4.5,1,1,True
A-e693b6,Company_240,FinTech,AU,2023-05-25,event,Enterprise,55,True,1021,0.2,0.0367107195301027,0.0,1.0,1.0,3.0,0,1,False
A-2446e3,Company_241,EdTech,IN,2024-01-10,organic,Pro,27,False,791,0.5,0.064516129032258,0.0,1.0,28.666666666666668,4.0,1,1,False
A-241e75,Company_242,EdTech,US,2024-07-03,partner,Enterprise,3,False,616,0.5,0.075187969924812,0.0,0.0,31.5,4.25,1,1,False
A-922109,Company_243,Cybersecurity,US,2024-01-26,ads,Pro,3,False,775,0.4,0.0415140415140415,0.0,0.0,25.33333333333333,3.6666666666666665,0,1,False
A-ff3c73,Company_244,HealthTech,AU,2023-01-26,other,Pro,21,False,1140,0.3,0.0563725490196078,0.0,1.0,35.5,3.5,0,1,False
A-8b0451,Company_245,FinTech,UK,2024-09-16,event,Enterprise,41,False,541,0.2,0.0742574257425742,0.0,4.0,26.571428571428573,3.7142857142857135,0,1,False
A-331424,Company_246,DevTools,US,2023-11-06,organic,Basic,11,False,856,0.1,0.0420560747663551,0.0,0.0,24.5,4.0,0,1,False
A-51ec1b,Company_247,DevTools,US,2023-11-08,ads,Enterprise,7,False,854,0.1,0.0424028268551236,0.0,0.0,52.333333333333336,4.666666666666667,1,1,False
A-bcf664,Company_248,DevTools,US,2023-05-19,other,Pro,5,False,1027,0.1,0.048695652173913,0.0,2.0,36.0,4.0,0,1,False
A-90a8c8,Company_249,FinTech,AU,2024-08-24,organic,Pro,15,False,564,0.2,0.0495049504950495,0.0,2.0,45.0,3.25,0,1,False
A-86cdb4,Company_250,DevTools,DE,2024-09-22,partner,Basic,2,False,535,0.1,0.048780487804878,0.0,2.0,26.4,4.2,0,1,False
A-4bfa33,Company_251,Cybersecurity,US,2024-12-07,event,Basic,8,False,459,0.4,0.0516717325227963,0.0,1.0,16.5,3.75,0,1,True
A-dbc825,Company_252,EdTech,FR,2024-01-07,partner,Enterprise,19,False,794,0.5,0.0794520547945205,0.0,1.0,49.5,4.0,0,1,False
A-c70870,Company_253,Cybersecurity,US,2024-10-22,partner,Basic,31,False,505,0.4,0.0538922155688622,0.0,0.0,35.6,4.0,1,1,False
A-7c4956,Company_254,DevTools,US,2023-05-06,ads,Enterprise,5,True,1040,0.1,0.0842105263157894,0.0,0.0,13.666666666666666,4.0,0,1,False
A-0651a4,Company_255,HealthTech,FR,2024-10-16,organic,Pro,16,False,511,0.3,0.0524822695035461,0.0,1.0,29.25,4.0,0,1,False
A-3ce5b8,Company_256,FinTech,IN,2023-09-07,ads,Basic,8,True,916,0.2,0.0569744597249508,0.0,3.0,42.5,3.8,0,1,False
A-bd4708,Company_257,FinTech,US,2024-07-21,ads,Pro,37,False,598,0.2,0.0459418070444104,0.0,1.0,24.0,3.75,0,1,True
A-993085,Company_258,HealthTech,US,2023-06-01,ads,Basic,31,False,1014,0.3,0.075187969924812,0.0,0.0,46.5,3.75,1,1,True
A-92a3af,Company_259,Cybersecurity,IN,2024-07-07,organic,Enterprise,25,False,612,0.4,0.0770308123249299,0.0,0.0,57.5,4.0,1,1,False
A-151c9a,Company_260,FinTech,US,2023-01-27,ads,Enterprise,23,False,1139,0.2,0.0382513661202185,0.0,0.0,31.0,3.5,1,1,False
A-474ad4,Company_261,EdTech,US,2023-11-28,organic,Basic,8,False,834,0.5,0.0743801652892562,0.0,1.0,33.0,4.333333333333333,1,1,False
A-4ef964,Company_262,HealthTech,US,2024-03-07,organic,Pro,17,False,734,0.3,0.0677618069815195,0.0,0.0,42.66666666666666,4.0,0,1,False
A-fd9422,Company_263,Cybersecurity,US,2024-04-04,organic,Pro,58,False,706,0.4,0.0460526315789473,0.0,2.0,44.333333333333336,3.5,1,1,False
A-0baac2,Company_264,FinTech,DE,2024-05-30,organic,Enterprise,14,True,650,0.2,0.0445544554455445,0.0,1.0,43.5,4.166666666666667,0,1,False
A-bb1486,Company_265,HealthTech,US,2024-11-05,organic,Basic,41,False,491,0.3,0.0888888888888888,0.0,0.0,11.0,3.6666666666666665,1,1,False
A-560d27,Company_266,DevTools,US,2024-05-05,organic,Pro,23,False,675,0.1,0.0647359454855195,0.0,0.0,30.75,3.75,0,1,False
A-0b0d6d,Company_267,DevTools,US,2024-12-30,organic,Pro,3,False,436,0.1,0.0824742268041237,0.0,1.0,31.4,4.0,0,1,False
A-2789e3,Company_268,FinTech,US,2024-09-14,partner,Enterprise,11,False,543,0.2,0.0661764705882353,0.0,0.0,47.25,4.0,1,1,False
A-b07346,Company_269,HealthTech,US,2024-10-10,partner,Pro,51,True,517,0.3,0.0674846625766871,0.0,1.0,42.333333333333336,3.6666666666666665,0,1,False
A-902ef7,Company_270,HealthTech,US,2024-09-03,other,Enterprise,83,True,554,0.3,0.0579710144927536,0.0,2.0,48.5,4.0,0,1,False
A-20736a,Company_271,EdTech,IN,2024-03-16,organic,Enterprise,50,False,725,0.5,0.0511627906976744,0.0,1.0,42.25,3.75,1,1,False
A-e4bf56,Company_272,HealthTech,IN,2024-10-28,ads,Pro,17,True,499,0.3,0.0294985250737463,0.0,5.0,29.125,3.75,1,1,False
A-cea1f0,Company_273,FinTech,US,2024-04-07,event,Pro,8,True,703,0.2,0.0477815699658703,0.0,2.0,42.2,4.2,1,1,False
A-ef84cf,Company_274,EdTech,US,2024-03-01,partner,Enterprise,8,False,740,0.5,0.0355987055016181,0.0,2.0,34.8,4.2,1,1,False
A-d49cc5,Company_275,Cybersecurity,FR,2023-09-19,event,Basic,50,False,904,0.4,0.0779816513761468,0.0,2.0,32.0,4.25,0,1,False
A-67be94,Company_276,EdTech,US,2023-04-04,organic,Enterprise,26,False,1072,0.5,0.0408653846153846,0.0,1.0,38.6,4.0,0,1,False
A-4e960a,Company_277,FinTech,US,2024-01-17,other,Enterprise,12,True,784,0.2,0.041015625,0.0,3.0,29.166666666666668,4.0,1,1,True
A-c37cab,Company_278,Cybersecurity,UK,2024-07-29,event,Pro,13,False,590,0.4,0.0564971751412429,0.0,0.0,33.0,3.75,1,1,False
A-533452,Company_279,DevTools,AU,2024-11-12,organic,Pro,9,False,484,0.1,0.0739495798319327,0.0,1.0,32.75,4.0,1,1,False
A-443b7c,Company_280,Cybersecurity,US,2024-09-06,other,Enterprise,1,True,551,0.4,0.046925566343042,0.0,4.0,29.25,4.25,0,1,False
A-1f7acb,Company_281,FinTech,UK,2023-08-06,ads,Basic,64,False,948,0.2,0.092156862745098,0.0,1.0,41.71428571428572,4.285714285714286,1,1,True
A-f51f16,Company_282,HealthTech,US,2023-12-25,partner,Enterprise,1,False,807,0.3,0.0729166666666666,0.0,2.0,29.25,3.5,0,1,False
A-5a3eb9,Company_283,DevTools,CA,2023-08-20,other,Enterprise,18,False,934,0.1,0.0470914127423822,0.0,1.0,24.0,4.0,1,1,True
A-5f2961,Company_284,HealthTech,US,2024-11-22,partner,Basic,4,False,474,0.3,0.0545977011494252,0.0,0.0,53.0,4.0,0,1,False
A-417d2f,Company_285,Cybersecurity,IN,2023-07-04,partner,Pro,4,False,981,0.4,0.0429362880886426,0.0,2.0,43.5,4.166666666666667,0,1,True
A-e98302,Company_286,EdTech,US,2023-12-26,ads,Enterprise,16,False,806,0.5,0.0659340659340659,0.0,3.0,44.44444444444444,4.111111111111111,0,1,True
A-8bde0c,Company_287,DevTools,US,2024-11-04,organic,Basic,12,False,492,0.1,0.055627425614489,0.0,0.0,25.666666666666668,4.0,0,1,False
A-bcf87c,Company_288,FinTech,US,2024-06-27,event,Pro,10,True,622,0.2,0.0377733598409542,0.0,0.0,63.0,4.0,1,1,False
A-54ecc2,Company_289,Cybersecurity,US,2023-06-11,partner,Enterprise,4,False,1004,0.4,0.0642504118616145,0.0,0.0,37.4,4.4,1,1,False
A-625d0b,Company_290,EdTech,AU,2024-09-02,ads,Basic,9,False,555,0.5,0.0718336483931947,0.0,2.0,48.4,3.8,0,1,False
A-fce879,Company_291,EdTech,UK,2024-09-24,partner,Pro,10,True,533,0.5,0.0468227424749163,0.0,1.0,28.0,4.0,1,1,True
A-b07b56,Company_292,DevTools,US,2024-11-08,event,Pro,25,True,488,0.1,0.0616113744075829,0.0,2.0,31.25,3.75,0,1,False
A-6da850,Company_293,FinTech,IN,2023-10-07,organic,Pro,5,False,886,0.2,0.0756302521008403,0.0,1.0,49.0,4.0,1,1,False
A-342303,Company_294,EdTech,US,2024-03-16,other,Pro,1,False,725,0.5,0.0354609929078014,0.0,0.0,29.33333333333333,4.333333333333333,0,1,True
A-e7a1e2,Company_295,Cybersecurity,US,2024-06-23,event,Enterprise,3,False,626,0.4,0.0512091038406827,0.0,0.0,45.0,4.0,0,1,False
A-f1f639,Company_296,EdTech,US,2023-02-26,ads,Basic,2,False,1109,0.5,0.0719424460431654,0.0,1.0,20.0,4.571428571428571,0,1,False
A-a865bd,Company_297,Cybersecurity,US,2023-09-19,organic,Pro,38,False,904,0.4,0.0565217391304347,0.0,1.0,31.5,3.5,0,1,False
A-4e631b,Company_298,FinTech,US,2024-03-16,other,Enterprise,22,False,725,0.2,0.0577689243027888,0.0,1.0,24.5,4.0,1,1,False
A-7f6b86,Company_299,HealthTech,US,2023-08-24,partner,Basic,45,True,930,0.3,0.0333333333333333,0.0,1.0,40.42857142857143,3.857142857142857,0,1,True
A-8adedc,Company_300,EdTech,US,2024-02-11,event,Basic,4,True,759,0.5,0.0566037735849056,0.0,0.0,49.25,4.0,0,1,True
A-2edab2,Company_301,HealthTech,US,2023-11-17,event,Enterprise,17,False,845,0.3,0.0533880903490759,0.0,0.0,30.0,3.75,0,1,False
A-149a69,Company_302,DevTools,US,2024-10-17,event,Basic,34,False,510,0.1,0.0432692307692307,0.0,3.0,33.875,4.125,0,1,False
A-a6d261,Company_303,FinTech,CA,2023-11-29,other,Pro,9,False,833,0.2,0.0462519936204146,0.0,0.0,40.0,4.5,0,1,False
A-443f6f,Company_304,Cybersecurity,US,2024-12-07,organic,Basic,19,False,459,0.4,0.0531309297912713,0.0,1.0,28.0,4.5,0,1,False
A-202b67,Company_305,HealthTech,US,2024-03-22,organic,Pro,11,False,719,0.3,0.0894854586129754,0.0,2.0,36.75,4.5,0,1,False
A-00bed1,Company_306,Cybersecurity,US,2023-11-14,ads,Basic,28,False,848,0.4,0.0525291828793774,0.0,2.0,31.75,4.0,0,1,True
A-ffc04f,Company_307,EdTech,US,2024-06-06,ads,Pro,13,False,643,0.5,0.0746791131855309,0.0,1.0,17.714285714285715,4.285714285714286,1,1,False
A-65c341,Company_308,FinTech,US,2023-12-26,ads,Pro,11,False,806,0.2,0.0439024390243902,0.0,1.0,41.4,4.0,0,1,True
A-dcc2f0,Company_309,FinTech,UK,2023-07-22,organic,Basic,15,False,963,0.2,0.0312124849939975,0.0,1.0,27.0,4.0,0,1,False
A-ced9aa,Company_310,DevTools,US,2024-10-05,other,Enterprise,3,False,522,0.1,0.0734463276836158,0.0,1.0,28.857142857142858,3.857142857142857,0,1,False
A-3d957b,Company_311,HealthTech,UK,2024-04-04,other,Pro,14,False,706,0.3,0.0909090909090909,0.0,1.0,41.333333333333336,3.6666666666666665,0,1,False
A-89ee83,Company_312,Cybersecurity,US,2024-10-04,organic,Pro,1,True,523,0.4,0.0460176991150442,0.0,2.0,21.8,4.0,0,1,False
A-883b7d,Company_313,Cybersecurity,IN,2024-03-28,other,Basic,17,False,713,0.4,0.062111801242236,0.0,4.0,25.571428571428573,3.7142857142857135,0,1,False
A-dcc3f1,Company_314,HealthTech,US,2023-12-27,event,Pro,21,False,805,0.3,0.064,0.0,3.0,35.666666666666664,3.888888888888889,1,1,False
A-c62e55,Company_315,EdTech,US,2023-02-08,partner,Basic,1,False,1127,0.5,0.0385756676557863,0.0,2.0,27.5,4.0,0,1,True
A-e4144b,Company_316,EdTech,UK,2024-10-22,other,Pro,41,False,505,0.5,0.0478359908883826,0.0,1.0,57.0,4.0,0,1,False
A-e40f45,Company_317,HealthTech,US,2024-04-18,organic,Pro,21,False,692,0.3,0.0648379052369077,0.0,2.0,26.714285714285715,4.142857142857143,0,1,False
A-96215d,Company_318,FinTech,US,2024-08-08,event,Enterprise,10,False,580,0.2,0.0605187319884726,0.0,1.0,25.0,3.0,0,1,False
A-2b9d3e,Company_319,EdTech,US,2023-06-04,partner,Enterprise,1,False,1011,0.5,0.0427927927927927,0.0,1.0,34.666666666666664,4.333333333333333,0,1,False
A-b7724f,Company_320,HealthTech,UK,2023-03-28,organic,Basic,1,False,1079,0.3,0.0421052631578947,0.0,1.0,28.666666666666668,3.333333333333333,0,1,False
A-310452,Company_321,DevTools,FR,2024-12-25,other,Enterprise,9,False,441,0.1,0.0597014925373134,0.0,1.0,34.2,3.6,0,1,False
A-eb1312,Company_322,FinTech,US,2024-09-16,partner,Pro,25,False,541,0.2,0.057315233785822,0.0,0.0,68.0,5.0,0,1,False
A-df1e44,Company_323,Cybersecurity,UK,2024-02-23,organic,Enterprise,12,False,747,0.4,0.0333333333333333,0.0,0.0,53.0,4.5,1,1,False
A-6a7c9d,Company_324,Cybersecurity,US,2024-10-24,organic,Enterprise,26,True,503,0.4,0.0317460317460317,0.0,0.0,34.333333333333336,4.0,0,1,False
A-cbd1a3,Company_325,DevTools,US,2024-11-25,other,Basic,6,True,471,0.1,0.0688172043010752,0.0,1.0,34.5,4.0,0,1,False
A-a8d89d,Company_326,EdTech,US,2023-12-08,ads,Pro,13,False,824,0.5,0.0471869328493647,0.0,0.0,44.5,4.5,0,1,False
A-600734,Company_327,DevTools,US,2023-11-14,organic,Pro,29,True,848,0.1,0.0454545454545454,0.0,3.0,52.57142857142857,3.857142857142857,0,1,True
A-86fc1d,Company_328,DevTools,UK,2024-07-26,partner,Basic,26,False,593,0.1,0.071625344352617,0.0,3.0,27.0,4.0,0,1,False
A-78f02b,Company_329,HealthTech,US,2024-11-17,event,Enterprise,11,False,479,0.3,0.0758293838862559,0.0,0.0,45.75,4.0,0,1,False
A-acb7f7,Company_330,EdTech,US,2024-01-06,ads,Basic,32,False,795,0.5,0.0588235294117647,0.0,1.0,41.0,3.6666666666666665,1,1,False
A-712f1c,Company_331,DevTools,US,2023-12-16,ads,Basic,17,True,816,0.1,0.0538827258320126,0.0,2.0,41.66666666666666,4.0,0,1,False
A-3793ee,Company_332,Cybersecurity,CA,2023-03-21,organic,Enterprise,49,False,1086,0.4,0.03125,0.0,0.0,43.75,4.0,1,1,True
A-9a532a,Company_333,HealthTech,US,2024-07-06,partner,Enterprise,11,False,613,0.3,0.081081081081081,0.0,0.0,57.5,4.0,0,1,False
A-2ebb4b,Company_334,HealthTech,US,2023-05-15,ads,Basic,41,False,1031,0.3,0.0676229508196721,0.0,0.0,43.5,3.0,0,1,False
A-6843f2,Company_335,HealthTech,CA,2024-12-10,ads,Enterprise,21,False,456,0.3,0.0353430353430353,0.0,0.0,36.5,3.0,1,1,False
A-c9bb3e,Company_336,EdTech,US,2024-03-24,ads,Pro,5,False,717,0.5,0.0421940928270042,0.0,2.0,27.714285714285715,4.142857142857143,0,1,False
A-4814a3,Company_337,Cybersecurity,IN,2024-09-17,event,Basic,87,True,540,0.4,0.0766609880749574,0.0,2.0,18.75,4.0,1,1,False
A-b7b7b7,Company_338,FinTech,US,2024-06-30,event,Basic,24,True,619,0.2,0.0455341506129597,0.0,0.0,17.0,4.666666666666667,0,1,False
A-ccc747,Company_339,HealthTech,FR,2024-01-12,event,Pro,16,True,789,0.3,0.0457746478873239,0.0,1.0,32.25,4.25,0,1,False
A-bb3bd4,Company_340,HealthTech,US,2024-01-27,ads,Basic,23,False,774,0.3,0.0349206349206349,0.0,3.0,32.72727272727273,4.090909090909091,0,1,False
A-09316c,Company_341,FinTech,AU,2024-09-11,organic,Enterprise,70,False,546,0.2,0.0547703180212014,0.0,0.0,54.75,3.75,0,1,False
A-96bbc6,Company_342,Cybersecurity,US,2024-05-07,organic,Enterprise,39,False,673,0.4,0.0518672199170124,0.0,0.0,51.333333333333336,3.333333333333333,1,1,False
A-bc4d48,Company_343,EdTech,US,2024-06-12,ads,Pro,35,False,637,0.5,0.02803738317757,0.0,1.0,41.16666666666666,4.166666666666667,0,1,True
A-b30291,Company_344,HealthTech,US,2024-04-05,event,Basic,5,True,705,0.3,0.0597302504816955,0.0,1.0,16.0,4.0,0,1,True
A-cdf020,Company_345,DevTools,AU,2023-08-16,organic,Pro,23,False,938,0.1,0.0474934036939313,0.0,1.0,29.5,4.0,0,1,False
A-e6afc1,Company_346,DevTools,US,2023-02-24,ads,Pro,1,False,1111,0.1,0.0441826215022091,0.0,0.0,0.0,0.0,0,1,False
A-e3bd71,Company_347,Cybersecurity,US,2023-03-25,partner,Basic,31,False,1082,0.4,0.0423197492163009,0.0,1.0,30.25,4.0,1,1,False
A-b179bf,Company_348,Cybersecurity,IN,2024-10-27,ads,Basic,43,False,500,0.4,0.0452261306532663,0.0,2.0,24.666666666666668,4.0,0,1,False
A-098560,Company_349,DevTools,UK,2023-10-21,ads,Enterprise,1,True,872,0.1,0.0564373897707231,0.0,0.0,28.0,3.0,0,1,False
A-82861f,Company_350,DevTools,UK,2024-04-25,organic,Basic,41,False,685,0.1,0.093073593073593,0.0,2.0,24.4,3.2,0,1,False
A-94c3cd,Company_351,FinTech,CA,2023-09-20,other,Enterprise,32,False,903,0.2,0.0588235294117647,0.0,1.0,44.75,3.75,0,1,False
A-a33200,Company_352,HealthTech,US,2024-09-15,partner,Basic,29,False,542,0.3,0.0502901353965183,0.0,1.0,36.333333333333336,4.333333333333333,0,1,False
A-034368,Company_353,EdTech,US,2023-11-05,event,Enterprise,19,False,857,0.5,0.0943396226415094,0.0,1.0,41.2,4.0,0,1,False
