subscription_id,account_id,start_date,end_date,plan_tier,seats,mrr_amount,arr_amount,is_trial,upgrade_flag,downgrade_flag,churn_flag,billing_frequency,auto_renew_flag
S-62f048,A-c45b23,2024-02-13,Unknown,Pro,1970-01-01 00:00:00.000000007,343,4116,False,False,False,False,monthly,True
S-4f56f5,A-922109,2024-11-13,Unknown,Enterprise,1970-01-01 00:00:00.000000003,597,7164,False,False,False,False,monthly,True
S-851743,A-443b7c,2024-10-27,Unknown,Pro,1970-01-01 00:00:00.000000013,637,7644,False,True,False,False,monthly,True
S-8bfab5,A-af0cd2,2024-05-30,2024-12-14 00:00:00,Pro,1970-01-01 00:00:00.000000019,931,11172,False,False,False,True,monthly,True
S-f5d8ce,A-756192,2023-10-27,Unknown,Pro,1970-01-01 00:00:00.000000019,931,11172,False,False,False,False,monthly,False
S-58a152,A-90a8c8,2024-12-03,Unknown,Enterprise,1970-01-01 00:00:00.000000015,2985,35820,False,False,False,False,monthly,False
S-ec41f7,A-8bde0c,2024-12-13,Unknown,Enterprise,1970-01-01 00:00:00.000000019,3781,45372,False,True,False,False,monthly,True
S-8a4156,A-5a184f,2023-08-31,Unknown,Pro,1970-01-01 00:00:00.000000019,0,0,True,False,False,False,annual,True
S-b0af8f,A-ff79f2,2024-10-17,Unknown,Enterprise,1970-01-01 00:00:00.000000008,0,0,True,False,False,False,monthly,True
S-6cafdf,A-6f8ad2,2024-12-27,Unknown,Pro,1970-01-01 00:00:00.000000007,343,4116,False,False,False,False,annual,False
S-708924,A-7a0d69,2024-09-12,Unknown,Basic,1970-01-01 00:00:00.000000022,0,0,True,False,False,False,annual,True
S-fced99,A-39b19f,2024-10-03,Unknown,Enterprise,1970-01-01 00:00:00.000000042,0,0,True,False,False,False,monthly,True
S-8c61f4,A-72799b,2024-04-17,Unknown,Basic,1970-01-01 00:00:00.000000034,646,7752,False,False,False,False,annual,False
S-2daa17,A-c62e55,2024-05-05,Unknown,Enterprise,1970-01-01 00:00:00.000000015,2985,35820,False,False,False,False,monthly,True
S-81fe83,A-b48f73,2024-11-15,Unknown,Basic,1970-01-01 00:00:00.000000080,1520,18240,False,False,False,False,monthly,True
S-53f831,A-82861f,2024-07-29,Unknown,Basic,1970-01-01 00:00:00.000000041,779,9348,False,False,False,False,monthly,False
S-fe0c52,A-6f8ad2,2024-07-22,Unknown,Basic,1970-01-01 00:00:00.000000029,0,0,True,False,False,False,monthly,False
S-6d3f0b,A-82d8a6,2024-12-16,Unknown,Basic,1970-01-01 00:00:00.000000036,684,8208,False,False,False,False,annual,True
S-25b756,A-d82ef9,2024-07-30,Unknown,Pro,1970-01-01 00:00:00.000000058,2842,34104,False,True,False,False,annual,True
S-c899a3,A-2446e3,2024-01-21,Unknown,Pro,1970-01-01 00:00:00.000000027,1323,15876,False,False,True,False,monthly,True
S-05ef15,A-d42431,2024-10-24,Unknown,Basic,1970-01-01 00:00:00.000000035,665,7980,False,False,False,False,monthly,True
S-8ececc,A-533452,2024-12-15,Unknown,Pro,1970-01-01 00:00:00.000000009,441,5292,False,False,False,False,annual,True
S-a24db6,A-96215d,2024-09-13,Unknown,Enterprise,1970-01-01 00:00:00.000000014,2786,33432,False,True,False,False,monthly,True
S-9acc7f,A-4437e4,2024-07-10,Unknown,Enterprise,1970-01-01 00:00:00.000000016,3184,38208,False,False,False,False,monthly,True
S-bb1a91,A-5c046d,2024-08-18,Unknown,Basic,1970-01-01 00:00:00.000000093,1767,21204,False,False,False,False,annual,True
S-80c296,A-e888d1,2024-12-19,Unknown,Pro,1970-01-01 00:00:00.000000017,833,9996,False,False,False,False,monthly,True
S-275d57,A-b3fe05,2024-11-11,Unknown,Basic,1970-01-01 00:00:00.000000015,285,3420,False,False,False,False,monthly,True
S-6ca46a,A-0cc442,2024-09-25,Unknown,Enterprise,1970-01-01 00:00:00.000000053,10547,126564,False,True,False,False,annual,True
S-98845b,A-db5e9e,2024-11-15,Unknown,Basic,1970-01-01 00:00:00.000000042,798,9576,False,False,False,False,annual,True
S-fb285f,A-82d8a6,2024-12-22,Unknown,Basic,1970-01-01 00:00:00.000000032,608,7296,False,False,False,False,annual,True
S-da9f05,A-151c9a,2023-05-08,Unknown,Pro,1970-01-01 00:00:00.000000023,1127,13524,False,False,True,False,annual,True
S-9f38a5,A-cc102e,2024-05-30,Unknown,Basic,1970-01-01 00:00:00.000000013,247,2964,False,False,False,False,monthly,True
S-dc7143,A-3ce5b8,2024-04-28,Unknown,Enterprise,1970-01-01 00:00:00.000000014,2786,33432,False,False,False,False,monthly,True
S-68ecd5,A-684255,2024-08-18,Unknown,Enterprise,1970-01-01 00:00:00.000000009,1791,21492,False,False,False,False,annual,True
S-601bbe,A-0532a9,2024-11-26,Unknown,Pro,1970-01-01 00:00:00.000000021,1029,12348,False,True,False,False,monthly,False
S-a34e37,A-10b8da,2024-04-27,Unknown,Enterprise,1970-01-01 00:00:00.000000023,0,0,True,False,False,False,annual,True
S-0a70a3,A-5b051a,2024-10-21,2024-12-24 00:00:00,Basic,1970-01-01 00:00:00.000000022,418,5016,False,False,False,True,annual,True
S-de543d,A-1e50e0,2023-04-25,2024-01-13 00:00:00,Enterprise,1970-01-01 00:00:00.000000019,0,0,True,False,False,True,annual,True
S-084e4f,A-054577,2024-11-22,Unknown,Basic,1970-01-01 00:00:00.000000025,475,5700,False,False,False,False,annual,False
S-febd10,A-e61e98,2024-01-05,Unknown,Pro,1970-01-01 00:00:00.000000032,0,0,True,False,False,False,annual,True
S-25a969,A-c9bb3e,2024-06-02,Unknown,Basic,1970-01-01 00:00:00.000000015,285,3420,False,False,False,False,annual,True
S-5d299e,A-560d27,2024-10-25,Unknown,Enterprise,1970-01-01 00:00:00.000000023,4577,54924,False,False,False,False,monthly,True
S-5a1fc3,A-05d3b3,2024-01-29,Unknown,Enterprise,1970-01-01 00:00:00.000000013,2587,31044,False,False,False,False,monthly,True
S-af854c,A-cab532,2024-02-16,Unknown,Enterprise,1970-01-01 00:00:00.000000058,0,0,True,False,False,False,annual,True
S-70b1cf,A-4ae22a,2024-09-24,Unknown,Basic,1970-01-01 00:00:00.000000028,532,6384,False,False,False,False,monthly,True
S-feaca1,A-2ebb4b,2023-10-03,Unknown,Enterprise,1970-01-01 00:00:00.000000065,12935,155220,False,False,False,False,monthly,True
S-f1aa04,A-7f4db3,2023-07-24,Unknown,Pro,1970-01-01 00:00:00.000000007,343,4116,False,False,False,False,monthly,True
S-ca0eb1,A-6e08f3,2023-07-25,Unknown,Enterprise,1970-01-01 00:00:00.000000024,0,0,True,False,False,False,monthly,True
S-a4b1af,A-17939a,2024-12-26,Unknown,Enterprise,1970-01-01 00:00:00.000000013,2587,31044,False,False,False,False,monthly,True
S-b15faf,A-3a5ad8,2024-05-15,Unknown,Basic,1970-01-01 00:00:00.000000095,1805,21660,False,False,False,False,monthly,True
S-108282,A-49b828,2024-03-26,Unknown,Pro,1970-01-01 00:00:00.000000030,1470,17640,False,False,False,False,annual,True
S-9b623b,A-712426,2024-12-08,Unknown,Enterprise,1970-01-01 00:00:00.000000013,2587,31044,False,False,False,False,annual,True
S-b28ec2,A-ee42db,2023-11-03,Unknown,Basic,1970-01-01 00:00:00.000000033,627,7524,False,False,False,False,monthly,False
S-d1ef4d,A-3a5ad8,2023-12-18,Unknown,Enterprise,1970-01-01 00:00:00.000000009,0,0,True,False,False,False,annual,True
S-c4a98e,A-ced9aa,2024-12-16,Unknown,Enterprise,1970-01-01 00:00:00.000000005,995,11940,False,False,False,False,monthly,True
S-bff8c5,A-202b67,2024-07-18,Unknown,Basic,1970-01-01 00:00:00.000000011,209,2508,False,False,False,False,monthly,True
S-3401bf,A-1619f8,2024-06-09,Unknown,Enterprise,1970-01-01 00:00:00.000000055,10945,131340,False,False,False,False,annual,True
S-a583df,A-84ebe4,2024-08-07,Unknown,Enterprise,1970-01-01 00:00:00.000000045,8955,107460,False,False,False,False,annual,True
S-f80617,A-d4ac0e,2024-10-28,2024-12-16 00:00:00,Basic,1970-01-01 00:00:00.000000018,342,4104,False,False,False,True,annual,True
S-e7e013,A-241e75,2024-08-07,Unknown,Basic,1970-01-01 00:00:00.000000018,342,4104,False,False,False,False,monthly,False
S-4d2392,A-e61e98,2023-11-05,Unknown,Pro,1970-01-01 00:00:00.000000019,931,11172,False,True,False,False,monthly,False
S-f6b264,A-4a4c2d,2024-02-02,Unknown,Pro,1970-01-01 00:00:00.000000054,2646,31752,False,False,False,False,monthly,False
S-c8fd93,A-0354fe,2024-11-16,2024-11-20 00:00:00,Basic,1970-01-01 00:00:00.000000034,646,7752,False,True,False,True,monthly,True
S-f60667,A-b7ef83,2024-09-18,Unknown,Enterprise,1970-01-01 00:00:00.000000005,995,11940,False,True,False,False,annual,True
S-8e602b,A-a33200,2024-10-26,Unknown,Pro,1970-01-01 00:00:00.000000029,1421,17052,False,False,False,False,monthly,False
S-2ba4ee,A-cab532,2024-05-21,Unknown,Basic,1970-01-01 00:00:00.000000020,0,0,True,False,False,False,annual,True
S-ed75af,A-1f0636,2024-06-09,Unknown,Pro,1970-01-01 00:00:00.000000105,5145,61740,False,True,False,False,monthly,True
S-214d98,A-560d27,2024-06-01,Unknown,Pro,1970-01-01 00:00:00.000000023,1127,13524,False,False,False,False,annual,False
S-343642,A-3cc791,2024-01-31,Unknown,Basic,1970-01-01 00:00:00.000000025,0,0,True,False,False,False,annual,False
S-f5c7b2,A-f44180,2023-03-25,Unknown,Enterprise,1970-01-01 00:00:00.000000009,1791,21492,False,False,False,False,annual,True
S-33df6f,A-0baac2,2024-12-11,2024-12-12 00:00:00,Enterprise,1970-01-01 00:00:00.000000014,2786,33432,False,False,False,True,monthly,True
S-9225ac,A-eafc6e,2024-09-28,Unknown,Pro,1970-01-01 00:00:00.000000031,0,0,True,False,False,False,annual,True
S-a332ba,A-69b156,2024-04-15,2024-07-09 00:00:00,Pro,1970-01-01 00:00:00.000000007,343,4116,False,False,False,True,annual,False
S-c2168a,A-37f969,2024-08-22,Unknown,Basic,1970-01-01 00:00:00.000000030,570,6840,False,False,False,False,monthly,True
S-31090f,A-328bd0,2024-08-20,Unknown,Basic,1970-01-01 00:00:00.000000018,342,4104,False,False,False,False,monthly,False
S-f316d5,A-f25509,2024-12-26,Unknown,Basic,1970-01-01 00:00:00.000000057,1083,12996,False,False,True,False,annual,True
S-6d0817,A-fa2041,2024-08-19,Unknown,Pro,1970-01-01 00:00:00.000000021,1029,12348,False,False,False,False,monthly,True
S-b63db8,A-faa28c,2024-09-18,Unknown,Enterprise,1970-01-01 00:00:00.000000048,9552,114624,False,False,False,False,monthly,False
S-cfcd07,A-4a267b,2024-08-29,Unknown,Basic,1970-01-01 00:00:00.000000025,0,0,True,False,False,False,annual,True
S-c192eb,A-ff79f2,2024-10-19,Unknown,Enterprise,1970-01-01 00:00:00.000000083,16517,198204,False,False,False,False,monthly,True
S-bfc0f8,A-7cfe77,2024-08-10,Unknown,Basic,1970-01-01 00:00:00.000000069,1311,15732,False,False,False,False,monthly,True
S-90525e,A-ed510f,2024-04-21,Unknown,Enterprise,1970-01-01 00:00:00.000000042,8358,100296,False,False,False,False,annual,True
S-4d9bfd,A-2bc93d,2024-08-31,Unknown,Enterprise,1970-01-01 00:00:00.000000014,0,0,True,False,False,False,annual,True
S-741431,A-6e7827,2024-08-30,Unknown,Enterprise,1970-01-01 00:00:00.000000011,2189,26268,False,False,False,False,monthly,True
S-c3660c,A-779e4e,2024-07-18,Unknown,Pro,1970-01-01 00:00:00.000000005,245,2940,False,False,False,False,monthly,True
S-9a8d01,A-751c58,2024-08-30,Unknown,Pro,1970-01-01 00:00:00.000000033,1617,19404,False,True,False,False,monthly,False
S-18e3a5,A-c43359,2024-11-25,2024-11-28 00:00:00,Basic,1970-01-01 00:00:00.000000038,722,8664,False,False,False,True,annual,True
S-a04ba5,A-afa505,2024-06-02,Unknown,Enterprise,1970-01-01 00:00:00.000000070,13930,167160,False,False,False,False,annual,True
S-be601b,A-8ae05d,2024-07-07,Unknown,Basic,1970-01-01 00:00:00.000000086,1634,19608,False,False,False,False,monthly,True
S-951de6,A-ccb686,2024-05-04,2024-10-10 00:00:00,Basic,1970-01-01 00:00:00.000000010,190,2280,False,False,False,True,annual,True
S-665df9,A-a0ca4e,2024-10-28,Unknown,Pro,1970-01-01 00:00:00.000000011,539,6468,False,False,False,False,annual,True
S-a0f3f7,A-c37cab,2024-07-30,Unknown,Enterprise,1970-01-01 00:00:00.000000021,4179,50148,False,False,False,False,annual,True
S-e090ae,A-e2cd1b,2024-05-25,Unknown,Enterprise,1970-01-01 00:00:00.000000015,2985,35820,False,False,False,False,annual,True
S-dad08c,A-977ca0,2024-04-14,Unknown,Pro,1970-01-01 00:00:00.000000020,0,0,True,False,False,False,monthly,True
S-053142,A-ffc04f,2024-11-06,Unknown,Basic,1970-01-01 00:00:00.000000016,304,3648,False,False,False,False,monthly,True
S-5a6941,A-4a267b,2024-09-22,Unknown,Pro,1970-01-01 00:00:00.000000025,1225,14700,False,False,False,False,monthly,True
S-856241,A-32fb14,2023-09-12,Unknown,Basic,1970-01-01 00:00:00.000000026,494,5928,False,False,False,False,monthly,True
S-eaa2c2,A-2ebb4b,2024-05-06,Unknown,Basic,1970-01-01 00:00:00.000000041,779,9348,False,False,False,False,monthly,True
S-e567db,A-716841,2024-05-14,Unknown,Enterprise,1970-01-01 00:00:00.000000045,0,0,True,False,False,False,annual,True
S-94fc5d,A-86902e,2023-07-30,Unknown,Basic,1970-01-01 00:00:00.000000034,0,0,True,False,False,False,monthly,True
S-474b5a,A-05d3b3,2023-11-26,Unknown,Basic,1970-01-01 00:00:00.000000011,209,2508,False,False,False,False,annual,False
S-bf304b,A-89ee83,2024-12-27,Unknown,Enterprise,1970-01-01 00:00:00.000000018,3582,42984,False,False,False,False,monthly,True
S-b22602,A-b9f5b1,2024-05-04,2024-09-29 00:00:00,Enterprise,1970-01-01 00:00:00.000000039,0,0,True,False,False,True,annual,True
S-09c11e,A-19b2c8,2023-07-12,Unknown,Basic,1970-01-01 00:00:00.000000020,380,4560,False,False,False,False,annual,False
S-13d6d1,A-ff79f2,2024-07-28,Unknown,Pro,1970-01-01 00:00:00.000000010,490,5880,False,False,False,False,monthly,False
S-9eda4d,A-524364,2024-12-31,Unknown,Enterprise,1970-01-01 00:00:00.000000003,0,0,True,False,False,False,monthly,True
S-779baa,A-eafc6e,2024-10-30,Unknown,Basic,1970-01-01 00:00:00.000000030,0,0,True,False,False,False,monthly,True
S-20952f,A-d82ef9,2024-09-10,Unknown,Pro,1970-01-01 00:00:00.000000026,1274,15288,False,False,False,False,annual,True
S-d2fae0,A-2789e3,2024-10-10,Unknown,Enterprise,1970-01-01 00:00:00.000000011,0,0,True,False,False,False,monthly,True
S-0206eb,A-883b7d,2024-04-26,Unknown,Basic,1970-01-01 00:00:00.000000031,589,7068,False,False,False,False,monthly,True
S-3bd95c,A-51ec1b,2024-11-12,Unknown,Enterprise,1970-01-01 00:00:00.000000017,3383,40596,False,True,False,False,annual,True
S-88cb91,A-cab532,2024-12-16,Unknown,Pro,1970-01-01 00:00:00.000000035,1715,20580,False,False,False,False,annual,True
S-bb45bb,A-b07346,2024-12-22,Unknown,Enterprise,1970-01-01 00:00:00.000000051,10149,121788,False,False,False,False,annual,False
S-5c631b,A-b7ef83,2024-07-01,Unknown,Enterprise,1970-01-01 00:00:00.000000026,5174,62088,False,False,False,False,annual,False
S-6f6fca,A-560d27,2024-11-07,Unknown,Enterprise,1970-01-01 00:00:00.000000050,0,0,True,True,False,False,annual,True
S-b6ab32,A-dbc825,2024-04-08,2024-08-05 00:00:00,Enterprise,1970-01-01 00:00:00.000000019,3781,45372,False,False,False,True,annual,True
S-9a6596,A-503d5a,2023-10-21,Unknown,Basic,1970-01-01 00:00:00.000000049,931,11172,False,False,True,False,monthly,True
S-8e5df4,A-b3fe05,2024-11-04,Unknown,Basic,1970-01-01 00:00:00.000000015,285,3420,False,False,False,False,monthly,True
S-d2624d,A-4e0e85,2024-07-19,Unknown,Pro,1970-01-01 00:00:00.000000006,294,3528,False,False,False,False,annual,False
S-3c1038,A-30b4ca,2024-08-13,Unknown,Pro,1970-01-01 00:00:00.000000086,0,0,True,False,False,False,monthly,True
S-ee53e8,A-1b9609,2024-09-03,Unknown,Basic,1970-01-01 00:00:00.000000017,323,3876,False,False,False,False,annual,True
S-11eef4,A-5c046d,2024-07-23,Unknown,Pro,1970-01-01 00:00:00.000000093,4557,54684,False,False,False,False,annual,True
S-9a065e,A-92a3af,2024-11-24,Unknown,Pro,1970-01-01 00:00:00.000000025,1225,14700,False,False,False,False,monthly,True
S-7a2991,A-4d1e75,2024-11-14,Unknown,Pro,1970-01-01 00:00:00.000000039,1911,22932,False,False,False,False,annual,True
S-ca136e,A-cb5333,2024-04-09,Unknown,Basic,1970-01-01 00:00:00.000000044,836,10032,False,False,False,False,monthly,True
S-52b9a9,A-86902e,2024-04-12,Unknown,Enterprise,1970-01-01 00:00:00.000000034,6766,81192,False,True,False,False,annual,True
S-712e04,A-cc98bc,2024-09-20,Unknown,Basic,1970-01-01 00:00:00.000000032,0,0,True,False,False,False,monthly,True
S-70e232,A-331424,2024-01-24,Unknown,Enterprise,1970-01-01 00:00:00.000000011,2189,26268,False,False,False,False,annual,True
S-04911c,A-bc87bc,2024-12-01,2024-12-15 00:00:00,Pro,1970-01-01 00:00:00.000000003,0,0,True,False,False,True,annual,True
S-384681,A-e08cd3,2024-12-25,Unknown,Basic,1970-01-01 00:00:00.000000067,1273,15276,False,False,True,False,annual,True
S-875cf3,A-54ecc2,2024-04-29,Unknown,Enterprise,1970-01-01 00:00:00.000000030,5970,71640,False,False,False,False,monthly,True
S-335e1e,A-22f2df,2024-12-24,Unknown,Pro,1970-01-01 00:00:00.000000040,1960,23520,False,False,False,False,monthly,True
S-da8d5f,A-55f257,2024-03-06,Unknown,Pro,1970-01-01 00:00:00.000000014,686,8232,False,False,False,False,monthly,True
S-8cd315,A-c1e51e,2024-11-19,Unknown,Enterprise,1970-01-01 00:00:00.000000055,10945,131340,False,False,False,False,monthly,True
S-0bb284,A-b07b56,2024-12-16,Unknown,Pro,1970-01-01 00:00:00.000000027,1323,15876,False,False,False,False,monthly,False
S-0283b5,A-443f6f,2024-12-10,Unknown,Pro,1970-01-01 00:00:00.000000019,931,11172,False,False,False,False,annual,True
S-9a8f71,A-a7bd4b,2023-03-19,Unknown,Pro,1970-01-01 00:00:00.000000008,392,4704,False,False,False,False,annual,True
S-44c9ae,A-f3ff05,2024-11-10,Unknown,Basic,1970-01-01 00:00:00.000000002,0,0,True,False,False,False,annual,False
S-c98905,A-de24d5,2024-12-28,Unknown,Pro,1970-01-01 00:00:00.000000005,245,2940,False,False,False,False,monthly,False
S-bcbe03,A-2789e3,2024-10-22,Unknown,Basic,1970-01-01 00:00:00.000000011,209,2508,False,False,False,False,monthly,False
S-9871f4,A-8e47ca,2024-03-05,Unknown,Basic,1970-01-01 00:00:00.000000019,361,4332,False,False,False,False,monthly,True
S-635c1e,A-b2af2e,2024-12-31,Unknown,Basic,1970-01-01 00:00:00.000000054,1026,12312,False,False,True,False,annual,False
S-d32fbc,A-798a3f,2024-07-01,Unknown,Basic,1970-01-01 00:00:00.000000012,228,2736,False,False,False,False,monthly,True
S-17e05f,A-fa3095,2024-12-18,Unknown,Pro,1970-01-01 00:00:00.000000070,3430,41160,False,False,False,False,annual,True
S-9c6bd0,A-075038,2024-04-11,Unknown,Basic,1970-01-01 00:00:00.000000017,323,3876,False,False,False,False,monthly,True
S-90d405,A-d62e02,2024-12-30,Unknown,Enterprise,1970-01-01 00:00:00.000000006,1194,14328,False,False,False,False,monthly,False
S-d80516,A-f19409,2023-04-22,Unknown,Pro,1970-01-01 00:00:00.000000044,2156,25872,False,True,False,False,annual,True
S-425607,A-ffdfd5,2024-06-11,Unknown,Basic,1970-01-01 00:00:00.000000021,399,4788,False,False,False,False,annual,True
S-0eb2e0,A-970c97,2024-03-23,Unknown,Enterprise,1970-01-01 00:00:00.000000014,2786,33432,False,False,False,False,monthly,True
S-fe753c,A-0532a9,2024-11-23,Unknown,Basic,1970-01-01 00:00:00.000000019,361,4332,False,False,False,False,monthly,True
S-cb54dc,A-560d27,2024-11-17,Unknown,Enterprise,1970-01-01 00:00:00.000000042,0,0,True,False,False,False,annual,False
S-e338a1,A-d40bf7,2024-12-14,Unknown,Pro,1970-01-01 00:00:00.000000059,2891,34692,False,False,False,False,monthly,True
S-441ab2,A-e36807,2024-07-07,Unknown,Basic,1970-01-01 00:00:00.000000025,0,0,True,False,False,False,annual,True
S-bb9299,A-7da956,2024-10-16,Unknown,Pro,1970-01-01 00:00:00.000000013,0,0,True,False,False,False,annual,True
S-07c505,A-bc4d48,2024-07-12,Unknown,Pro,1970-01-01 00:00:00.000000035,1715,20580,False,True,False,False,monthly,True
S-cd3a01,A-98a59a,2024-05-10,Unknown,Basic,1970-01-01 00:00:00.000000056,1064,12768,False,False,False,False,monthly,False
S-9d78e2,A-d3c88e,2024-12-28,Unknown,Enterprise,1970-01-01 00:00:00.000000047,9353,112236,False,False,False,False,monthly,True
S-8ca516,A-f19409,2024-09-21,Unknown,Pro,1970-01-01 00:00:00.000000023,1127,13524,False,False,False,False,annual,True
S-cafa84,A-bbc346,2024-09-16,Unknown,Enterprise,1970-01-01 00:00:00.000000019,3781,45372,False,False,False,False,annual,True
S-92f4b4,A-6da850,2024-02-09,Unknown,Basic,1970-01-01 00:00:00.000000018,342,4104,False,False,False,False,monthly,True
S-1ad713,A-f97b9a,2024-06-19,Unknown,Enterprise,1970-01-01 00:00:00.000000016,3184,38208,False,False,False,False,annual,True
S-d9eb73,A-32fb14,2023-07-18,Unknown,Basic,1970-01-01 00:00:00.000000026,0,0,True,False,False,False,annual,True
S-31ac79,A-f19b24,2024-12-01,Unknown,Basic,1970-01-01 00:00:00.000000029,551,6612,False,False,False,False,monthly,True
S-2f8dbb,A-13466a,2023-11-18,2024-06-23 00:00:00,Basic,1970-01-01 00:00:00.000000002,38,456,False,False,False,True,annual,False
S-f554b0,A-faa28c,2024-11-30,Unknown,Enterprise,1970-01-01 00:00:00.000000048,9552,114624,False,True,False,False,annual,True
S-81d63a,A-c62e55,2024-02-07,Unknown,Pro,1970-01-01 00:00:00.000000056,2744,32928,False,False,False,False,annual,True
S-1b6221,A-f6b2fb,2024-06-12,2024-12-23 00:00:00,Enterprise,1970-01-01 00:00:00.000000023,0,0,True,False,False,True,monthly,False
S-e1ee60,A-712533,2024-11-18,Unknown,Enterprise,1970-01-01 00:00:00.000000018,3582,42984,False,False,False,False,monthly,True
S-44c5dd,A-eb7c38,2024-10-21,Unknown,Basic,1970-01-01 00:00:00.000000005,95,1140,False,False,False,False,annual,False
S-f0fe0a,A-d5a319,2024-08-22,Unknown,Pro,1970-01-01 00:00:00.000000024,1176,14112,False,False,False,False,monthly,True
S-653165,A-ac85cd,2024-09-26,2024-12-13 00:00:00,Basic,1970-01-01 00:00:00.000000053,1007,12084,False,False,False,True,annual,True
S-5c8af8,A-a2485e,2024-11-05,Unknown,Pro,1970-01-01 00:00:00.000000010,490,5880,False,False,False,False,monthly,True
S-878fe0,A-5a215a,2024-12-10,Unknown,Pro,1970-01-01 00:00:00.000000087,4263,51156,False,False,False,False,annual,True
S-4d8a27,A-977ca0,2024-07-03,Unknown,Basic,1970-01-01 00:00:00.000000020,380,4560,False,True,False,False,monthly,True
S-5c4ef1,A-922109,2024-03-23,Unknown,Pro,1970-01-01 00:00:00.000000038,1862,22344,False,False,False,False,annual,True
S-d4c0a0,A-81edc3,2024-01-25,Unknown,Pro,1970-01-01 00:00:00.000000018,882,10584,False,False,False,False,annual,True
S-2d62ad,A-dcc2f0,2023-11-29,Unknown,Enterprise,1970-01-01 00:00:00.000000015,2985,35820,False,False,False,False,monthly,True
S-7d2c1b,A-34d880,2024-06-04,Unknown,Pro,1970-01-01 00:00:00.000000009,0,0,True,False,False,False,monthly,True
S-6bfd97,A-016043,2024-10-16,Unknown,Enterprise,1970-01-01 00:00:00.000000059,0,0,True,True,False,False,annual,True
S-b4c914,A-bd4513,2024-12-13,Unknown,Pro,1970-01-01 00:00:00.000000050,2450,29400,False,True,False,False,monthly,True
S-e9e03c,A-e40f45,2024-08-20,Unknown,Enterprise,1970-01-01 00:00:00.000000021,4179,50148,False,True,False,False,monthly,True
S-906b0c,A-712533,2024-12-05,Unknown,Pro,1970-01-01 00:00:00.000000018,882,10584,False,False,False,False,monthly,False
S-783694,A-fa3095,2023-12-18,Unknown,Enterprise,1970-01-01 00:00:00.000000070,13930,167160,False,False,False,False,annual,True
S-9c5590,A-9affe6,2024-06-09,Unknown,Enterprise,1970-01-01 00:00:00.000000007,1393,16716,False,False,False,False,annual,True
S-b7c506,A-c37cab,2024-09-27,Unknown,Basic,1970-01-01 00:00:00.000000030,570,6840,False,False,False,False,monthly,True
S-48ce17,A-d42431,2024-12-08,Unknown,Enterprise,1970-01-01 00:00:00.000000022,4378,52536,False,False,False,False,annual,True
S-a2aa70,A-4d1e75,2024-12-17,Unknown,Pro,1970-01-01 00:00:00.000000047,0,0,True,False,False,False,monthly,False
S-6ff09c,A-d62e02,2024-12-11,Unknown,Basic,1970-01-01 00:00:00.000000016,304,3648,False,False,False,False,annual,True
S-b40b4d,A-9f0b68,2024-08-09,Unknown,Basic,1970-01-01 00:00:00.000000036,684,8208,False,False,False,False,monthly,True
S-c51ab8,A-82861f,2024-11-19,Unknown,Enterprise,1970-01-01 00:00:00.000000041,8159,97908,False,False,False,False,annual,False
S-07ace5,A-71615e,2024-09-21,Unknown,Enterprise,1970-01-01 00:00:00.000000032,6368,76416,False,False,False,False,monthly,True
S-e715bb,A-6a4e2d,2023-11-15,Unknown,Basic,1970-01-01 00:00:00.000000014,266,3192,False,False,False,False,monthly,True
S-fcfb31,A-089363,2023-10-03,Unknown,Enterprise,1970-01-01 00:00:00.000000031,0,0,True,False,False,False,monthly,False
S-8cb02e,A-de24d5,2024-12-09,2024-12-21 00:00:00,Pro,1970-01-01 00:00:00.000000077,3773,45276,False,False,False,True,annual,True
S-79ba6e,A-fd7ad3,2024-11-14,Unknown,Enterprise,1970-01-01 00:00:00.000000024,0,0,True,False,False,False,annual,True
S-4f2ca8,A-544d0a,2024-09-24,Unknown,Enterprise,1970-01-01 00:00:00.000000064,12736,152832,False,False,False,False,annual,True
S-c97604,A-d77f4c,2024-05-04,Unknown,Enterprise,1970-01-01 00:00:00.000000013,2587,31044,False,False,False,False,annual,True
S-595693,A-2d4502,2024-09-25,Unknown,Basic,1970-01-01 00:00:00.000000067,0,0,True,False,False,False,annual,True
S-276d44,A-87aa7b,2024-06-17,Unknown,Pro,1970-01-01 00:00:00.000000024,1176,14112,False,False,False,False,monthly,True
S-6c9ec4,A-b9eed8,2024-11-30,Unknown,Basic,1970-01-01 00:00:00.000000018,342,4104,False,False,False,False,monthly,True
S-e33883,A-f9cc74,2024-12-22,Unknown,Pro,1970-01-01 00:00:00.000000030,0,0,True,False,False,False,monthly,True
S-c25e9d,A-cc1d8d,2024-12-17,Unknown,Basic,1970-01-01 00:00:00.000000005,95,1140,False,False,False,False,monthly,False
S-1d7e7f,A-d922bf,2024-09-01,2024-10-21 00:00:00,Enterprise,1970-01-01 00:00:00.000000015,2985,35820,False,False,False,True,annual,True
S-c9199e,A-d4ac0e,2024-11-01,Unknown,Pro,1970-01-01 00:00:00.000000033,1617,19404,False,True,False,False,annual,True
S-cdc347,A-8ed5dd,2024-01-31,Unknown,Enterprise,1970-01-01 00:00:00.000000005,995,11940,False,False,False,False,monthly,True
S-3df0c3,A-922109,2024-04-06,Unknown,Basic,1970-01-01 00:00:00.000000072,1368,16416,False,False,False,False,annual,True
