account_id,churn_score,risk_level,mrr,quadrant,action_recommandee
A-524364,0.91,high,1592.0,Action automatisée,Email automatisé
A-855a48,0.67,medium,3797.0,Fidéliser,Programme fidélité
A-756192,0.72,high,2140.0,Priorité maximale,Appel CSM immédiat
A-49b828,0.83,high,2222.0,Priorité maximale,Appel CSM immédiat
A-c7ffc2,0.71,high,3009.333333333333,Priorité maximale,Appel CSM immédiat
A-751c58,0.59,medium,1781.5454545454545,Aucune action,Monitoring passif
A-72799b,0.42375,medium,1731.5,Aucune action,Monitoring passif
A-812c5b,0.2,low,2298.769230769231,Fidéliser,Programme fidélité
A-69b156,0.72,high,1588.111111111111,Action automatisée,Email automatisé
A-075038,0.27,low,1350.642857142857,Aucune action,Monitoring passif
A-940b8b,0.65,medium,1205.0,Aucune action,Monitoring passif
A-2d1036,0.65,medium,4973.307692307692,Fidéliser,Programme fidélité
A-0f6450,0.55,medium,2163.6363636363635,Fidéliser,Programme fidélité
A-9affe6,0.6,medium,966.9090909090908,Aucune action,Monitoring passif
A-80eeb6,0.63,medium,4280.5625,Fidéliser,Programme fidélité
A-d4e0d4,0.67,medium,13806.0,Fidéliser,Programme fidélité
A-c7e58b,0.73,high,769.1428571428571,Action automatisée,Email automatisé
A-016043,0.58,medium,1501.4545454545455,Aucune action,Monitoring passif
A-bbe56f,0.59,medium,1205.0,Aucune action,Monitoring passif
A-7c5768,0.53,medium,376.55555555555554,Aucune action,Monitoring passif
A-751bd4,0.63,medium,95.0,Aucune action,Monitoring passif
A-4e0e85,0.8,high,568.0,Action automatisée,Email automatisé
A-ad3abd,0.51,medium,2413.714285714286,Fidéliser,Programme fidélité
A-e19ff6,0.53,medium,409.1666666666667,Aucune action,Monitoring passif
A-7920cc,0.25,low,3255.5625,Fidéliser,Programme fidélité
A-5a92e7,0.49,medium,666.8947368421053,Aucune action,Monitoring passif
A-fdfc91,0.43,medium,2061.2,Fidéliser,Programme fidélité
A-1e50e0,0.68,medium,2659.0,Fidéliser,Programme fidélité
A-1e1b80,0.58,medium,4053.9166666666665,Fidéliser,Programme fidélité
A-659280,0.82,high,1787.5,Action automatisée,Email automatisé
A-f6b2fb,0.73,high,2335.9,Priorité maximale,Appel CSM immédiat
A-cb6cc6,0.7,medium,374.57142857142856,Aucune action,Monitoring passif
A-d62e02,0.66,medium,2132.4,Fidéliser,Programme fidélité
A-d535f6,0.62,medium,823.8888888888889,Aucune action,Monitoring passif
A-39868b,0.71375,high,838.8,Action automatisée,Email automatisé
A-3cc791,0.69,medium,1065.25,Aucune action,Monitoring passif
A-337bc1,0.55,medium,2768.428571428572,Fidéliser,Programme fidélité
A-58b9ff,0.79,high,1741.6923076923076,Action automatisée,Email automatisé
A-bf7919,0.48,medium,260.0,Aucune action,Monitoring passif
A-1d5444,0.38,medium,2211.285714285714,Fidéliser,Programme fidélité
A-0f3e88,0.42,medium,511.27272727272725,Aucune action,Monitoring passif
A-7641d3,0.7,medium,1096.3636363636365,Aucune action,Monitoring passif
A-cd458b,0.68,medium,2886.0666666666666,Fidéliser,Programme fidélité
A-c16b88,0.53,medium,2259.777777777778,Fidéliser,Programme fidélité
A-59f724,0.64,medium,814.4166666666666,Aucune action,Monitoring passif
A-87aa7b,0.56,medium,1430.0625,Aucune action,Monitoring passif
A-1e6fc3,1.0,high,111.0,Action automatisée,Email automatisé
A-39ddf4,0.83,high,3981.777777777778,Priorité maximale,Appel CSM immédiat
A-34ea2f,0.39,medium,1215.25,Aucune action,Monitoring passif
A-716841,0.73,high,3279.25,Priorité maximale,Appel CSM immédiat
A-558c72,0.82,high,1310.142857142857,Action automatisée,Email automatisé
A-b11cd0,0.67,medium,801.0,Aucune action,Monitoring passif
A-cc1d8d,0.93,high,688.2307692307693,Action automatisée,Email automatisé
A-7f4db3,0.92,high,1751.7333333333331,Action automatisée,Email automatisé
A-db5e9e,0.77,high,1156.375,Action automatisée,Email automatisé
A-cc102e,0.55,medium,1006.3,Aucune action,Monitoring passif
A-82d8a6,0.36,medium,1645.0588235294117,Aucune action,Monitoring passif
A-dec005,0.56,medium,3074.4,Fidéliser,Programme fidélité
A-5790f4,0.73,high,3154.333333333333,Priorité maximale,Appel CSM immédiat
A-7c83a1,0.66,medium,1394.25,Aucune action,Monitoring passif
A-297a2d,0.38,medium,2874.6,Fidéliser,Programme fidélité
A-4c56c9,0.76,high,2343.923076923077,Priorité maximale,Appel CSM immédiat
A-cbbe12,0.71,high,2180.1666666666665,Priorité maximale,Appel CSM immédiat
A-4a267b,0.86,high,2968.7,Priorité maximale,Appel CSM immédiat
A-bcbe98,0.72,high,1969.636363636364,Priorité maximale,Appel CSM immédiat
A-427b69,0.92,high,1995.8,Priorité maximale,Appel CSM immédiat
A-0be015,0.89,high,235.6,Action automatisée,Email automatisé
A-054577,0.66,medium,2787.5625,Fidéliser,Programme fidélité
A-bc87bc,0.76,high,1504.0,Action automatisée,Email automatisé
A-0f7d77,0.81,high,387.6666666666667,Action automatisée,Email automatisé
A-e7beab,0.48,medium,1618.857142857143,Aucune action,Monitoring passif
A-a09355,0.81,high,2133.75,Priorité maximale,Appel CSM immédiat
A-31ab9a,0.79,high,2257.428571428572,Priorité maximale,Appel CSM immédiat
A-0158bb,0.43,medium,678.3333333333334,Aucune action,Monitoring passif
A-f19b24,0.54,medium,841.0,Aucune action,Monitoring passif
A-798a3f,0.2761654135338345,low,1572.4444444444443,Aucune action,Monitoring passif
A-42b791,0.77,high,2722.8571428571427,Priorité maximale,Appel CSM immédiat
A-068fc6,0.76,high,2908.5,Priorité maximale,Appel CSM immédiat
A-6f50ae,0.7860576923076923,high,1900.571428571429,Action automatisée,Email automatisé
A-a2485e,0.69,medium,1462.5,Aucune action,Monitoring passif
A-bb1eaa,0.31,medium,2076.2,Fidéliser,Programme fidélité
A-cc98bc,0.42,medium,2156.7,Fidéliser,Programme fidélité
A-d77f4c,0.71,high,3480.428571428572,Priorité maximale,Appel CSM immédiat
A-ccabf0,0.59,medium,2237.9,Fidéliser,Programme fidélité
A-700ade,0.49,medium,2109.375,Fidéliser,Programme fidélité
A-4a4c2d,0.57,medium,2612.769230769231,Fidéliser,Programme fidélité
A-b7ef83,0.62,medium,2391.2,Fidéliser,Programme fidélité
A-e08cd3,0.68,medium,6456.363636363636,Fidéliser,Programme fidélité
A-19b2c8,0.52375,medium,2054.076923076923,Fidéliser,Programme fidélité
A-970c97,0.66,medium,1922.625,Aucune action,Monitoring passif
A-6dee43,0.61,medium,2070.0,Fidéliser,Programme fidélité
A-5ed98d,0.64,medium,1934.75,Fidéliser,Programme fidélité
A-c58f49,0.75,high,10140.0,Priorité maximale,Appel CSM immédiat
A-9c18c4,0.27,low,1782.3,Aucune action,Monitoring passif
A-cc8c8f,0.79,high,2228.5714285714284,Priorité maximale,Appel CSM immédiat
A-5f7781,0.74375,high,2050.4,Priorité maximale,Appel CSM immédiat
A-e1b9cd,0.54,medium,2469.4666666666667,Fidéliser,Programme fidélité
A-ac85cd,0.78,high,3438.9166666666665,Priorité maximale,Appel CSM immédiat
A-d792a6,0.79,high,1536.6,Action automatisée,Email automatisé
A-ac9111,0.69,medium,1664.125,Aucune action,Monitoring passif
A-18793f,0.74,high,7144.363636363636,Priorité maximale,Appel CSM immédiat
A-9f0b68,0.62,medium,2376.5,Fidéliser,Programme fidélité
A-d3c88e,0.81375,high,2014.076923076923,Priorité maximale,Appel CSM immédiat
A-ccb686,0.67,medium,1795.0833333333333,Aucune action,Monitoring passif
A-118f1c,0.57,medium,6520.0,Fidéliser,Programme fidélité
A-0e966d,0.77,high,1131.3636363636365,Action automatisée,Email automatisé
A-b9f5b1,0.56,medium,1010.2857142857144,Aucune action,Monitoring passif
A-8ae3fc,0.73,high,555.875,Action automatisée,Email automatisé
A-55f257,0.84,high,1213.7,Action automatisée,Email automatisé
A-d26ab4,0.39,medium,1845.888888888889,Aucune action,Monitoring passif
A-712533,0.69,medium,1615.1666666666667,Aucune action,Monitoring passif
A-781cc0,0.64,medium,1144.6875,Aucune action,Monitoring passif
