account_id,account_name,industry,country,signup_date,referral_source,plan_tier,seats,is_trial,churn_flag,total_mrr,sub_count,total_usage_count,total_usage_duration,support_ticket_count,avg_ticket_resolution_time,has_churn_event,seniority_months,days_since_last_login,usage_trend_3m,ratio_critical_tickets,avg_resolution_delay,plan_changes_count,mrr_evolution
A-038089,Company_156,DevTools,FR,2023-12-19,other,Pro,5,False,True,2104.0,3,210,63673.0,6,30.17,True,12.4,33,0.27,0.33,30.17,0,-150.0
A-afa505,Company_157,DevTools,US,2023-12-27,partner,Basic,70,True,False,66010.0,9,507,162673.0,4,37.25,True,12.2,1,2.02,0.5,37.25,3,-13930.0
A-d5a319,Company_158,FinTech,US,2023-05-04,other,Enterprise,15,False,True,37847.0,12,604,212655.0,1,17.0,False,19.9,11,1.68,0.0,17.0,5,-2700.0
A-f97b9a,Company_159,FinTech,US,2023-07-09,event,Pro,16,False,False,23833.0,11,561,173241.0,7,31.71,False,17.8,2,1.57,0.43,31.71,1,-2646.0
A-2f6a32,Company_160,HealthTech,US,2024-08-26,organic,Basic,19,False,False,7513.0,11,654,207283.0,2,41.0,False,4.2,4,0.57,0.0,41.0,1,0.0
A-856b1e,Company_161,FinTech,US,2023-10-31,partner,Basic,19,False,False,6321.0,6,230,63418.0,5,36.0,False,14.0,24,1.25,0.0,36.0,1,539.0
A-17939a,Company_162,HealthTech,US,2024-12-26,organic,Basic,1,False,False,9669.0,11,440,121725.0,7,38.0,False,0.2,27,0.72,0.71,38.0,0,285.0
A-d27f50,Company_163,Cybersecurity,UK,2024-07-20,ads,Enterprise,44,False,False,44815.0,12,481,170101.0,4,37.5,False,5.4,12,3.35,0.5,37.5,1,0.0
A-e36807,Company_164,EdTech,AU,2024-05-17,other,Pro,6,False,False,12569.0,10,446,140849.0,2,41.0,False,7.5,2,6.36,0.5,41.0,0,-494.0
A-ff79f2,Company_165,DevTools,US,2024-04-25,ads,Basic,8,False,True,27873.0,9,393,133848.0,2,50.0,False,8.2,39,1.96,0.0,50.0,2,796.0
A-5b1bcd,Company_166,DevTools,US,2023-09-16,organic,Pro,73,False,False,133298.0,15,869,251284.0,4,43.25,True,15.5,0,1.25,0.75,43.25,3,0.0
A-71615e,Company_167,EdTech,US,2024-05-18,organic,Basic,15,False,False,40713.0,13,620,194799.0,1,49.0,True,7.5,9,0.67,0.0,49.0,3,127.0
A-794a0b,Company_168,HealthTech,DE,2023-06-02,organic,Basic,23,False,False,10575.0,7,347,94200.0,0,0.0,True,19.0,11,1.74,0.0,0,0,437.0
A-86902e,Company_169,HealthTech,IN,2023-05-02,other,Enterprise,34,False,False,36041.0,10,628,202329.0,9,40.89,True,20.0,19,1.2,0.44,40.89,2,646.0
A-0532a9,Company_170,FinTech,IN,2024-09-25,event,Pro,19,False,False,15161.0,10,519,157792.0,8,30.75,True,3.2,6,1.01,0.12,30.75,5,-98.0
A-9779ad,Company_171,Cybersecurity,AU,2024-03-29,event,Pro,40,True,True,51680.0,10,413,109079.0,3,20.67,True,9.1,11,1.62,0.67,20.67,0,6000.0
A-f45426,Company_172,HealthTech,US,2024-08-05,organic,Basic,9,False,False,17289.0,11,624,191651.0,3,17.0,True,4.9,5,1.52,0.67,17.0,3,171.0
A-c1e51e,Company_173,FinTech,US,2024-10-02,organic,Basic,3,False,False,23905.0,10,518,152228.0,5,40.0,True,3.0,6,1.52,1.0,40.0,2,-10812.0
A-fa3095,Company_174,FinTech,US,2023-09-03,ads,Basic,70,False,False,69230.0,12,600,202100.0,5,49.2,True,15.9,16,1.1,0.6,49.2,0,-12600.0
A-ad64c6,Company_175,DevTools,UK,2024-02-23,event,Pro,12,False,False,14708.0,6,215,79605.0,4,34.0,True,10.2,50,0.81,0.5,34.0,0,0.0
A-39b19f,Company_176,FinTech,US,2023-02-03,partner,Enterprise,1,False,False,21237.0,11,530,135061.0,6,47.83,True,22.9,78,0.12,0.5,47.83,2,6983.0
A-56962b,Company_177,EdTech,UK,2024-04-09,partner,Enterprise,163,False,False,54605.0,7,271,81944.0,4,37.5,True,8.7,41,2.04,0.25,37.5,1,4890.0
A-e60f9d,Company_178,FinTech,US,2024-08-26,other,Basic,29,False,False,50817.0,15,629,158587.0,2,70.5,False,4.2,63,0.7,1.0,70.5,2,9288.0
A-88c6ca,Company_179,FinTech,DE,2024-10-25,ads,Basic,5,False,True,6449.0,7,446,130195.0,1,56.0,False,2.2,4,0.83,1.0,56.0,0,-1274.0
A-158f4e,Company_180,FinTech,IN,2023-03-03,other,Enterprise,61,False,False,43859.0,12,453,124458.0,5,27.6,True,22.0,39,0.61,0.6,27.6,0,0.0
A-5b051a,Company_181,Cybersecurity,US,2024-08-05,event,Enterprise,22,False,False,2332.0,4,171,44864.0,1,2.0,False,4.9,24,2.13,1.0,2.0,0,0.0
A-296d7c,Company_182,DevTools,DE,2023-11-08,other,Enterprise,2,False,False,1989.0,7,357,124753.0,5,50.4,True,13.8,35,0.62,0.4,50.4,0,-746.0
A-1619f8,Company_183,DevTools,US,2024-05-20,organic,Pro,29,False,False,19790.0,7,432,142787.0,3,42.0,True,7.4,24,0.46,0.33,42.0,1,5220.0
A-a1b80b,Company_184,HealthTech,US,2023-11-27,organic,Basic,16,False,False,34589.0,16,749,222610.0,4,41.0,True,13.1,4,2.49,0.25,41.0,4,-784.0
A-139c3b,Company_185,HealthTech,US,2024-11-21,organic,Enterprise,10,True,True,9027.0,8,478,150601.0,9,28.44,False,1.3,2,1.57,0.44,28.44,1,-3392.0
A-702032,Company_186,HealthTech,US,2023-10-03,ads,Pro,28,False,False,8540.0,6,285,91776.0,4,26.0,True,14.9,29,1.13,0.25,26.0,1,0.0
A-7a0d69,Company_187,DevTools,DE,2024-06-15,ads,Enterprise,4,True,True,10362.0,11,606,179167.0,2,29.0,True,6.5,8,0.6,1.0,29.0,2,266.0
A-22d9d2,Company_188,DevTools,FR,2024-03-22,event,Pro,8,False,False,18746.0,14,782,239679.0,6,16.0,True,9.3,11,1.14,0.67,16.0,3,-833.0
A-b9eed8,Company_189,Cybersecurity,US,2024-02-23,organic,Basic,11,False,False,16577.0,11,623,168474.0,5,29.2,True,10.2,1,1.06,0.4,29.2,3,2844.0
A-dfbd31,Company_190,DevTools,UK,2023-12-04,partner,Enterprise,14,False,False,25079.0,14,599,182273.0,6,29.67,True,12.9,17,0.33,0.5,29.67,2,-11882.0
A-8e47ca,Company_191,HealthTech,US,2024-02-15,organic,Pro,19,False,False,28120.0,9,441,133497.0,5,33.4,True,10.5,27,0.36,0.6,33.4,1,570.0
A-4437e4,Company_192,Cybersecurity,US,2023-09-16,event,Enterprise,3,False,False,17831.0,16,806,260271.0,6,34.67,True,15.5,21,0.69,0.5,34.67,4,-2401.0
A-779e4e,Company_193,HealthTech,US,2023-01-02,organic,Basic,5,False,False,28081.0,10,393,111038.0,5,26.6,False,23.9,11,0.43,0.8,26.6,2,-5970.0
A-53f4e3,Company_194,Cybersecurity,UK,2024-06-14,event,Enterprise,13,False,False,15072.0,10,410,127529.0,5,28.6,True,6.6,11,0.57,1.0,28.6,0,-3049.0
A-692f18,Company_195,EdTech,US,2024-03-28,other,Basic,5,True,True,30550.0,17,871,261911.0,2,37.5,True,9.1,8,1.02,0.5,37.5,3,1393.0
A-13466a,Company_196,DevTools,AU,2023-10-22,event,Basic,2,False,True,13343.0,6,205,57539.0,3,32.33,True,14.3,12,38.0,0.67,32.33,0,758.0
A-1986ca,Company_197,HealthTech,IN,2023-01-30,ads,Pro,20,False,False,27661.0,7,362,102382.0,7,36.57,False,23.0,38,0.95,0.71,36.57,1,0.0
A-0cc442,Company_198,EdTech,US,2024-07-18,organic,Basic,45,False,False,61935.0,13,765,230759.0,3,37.0,True,5.5,11,0.91,0.33,37.0,3,-1350.0
A-c608c8,Company_199,DevTools,DE,2023-04-27,ads,Pro,3,False,True,9514.0,8,445,144345.0,2,59.0,True,20.2,0,1.07,0.0,59.0,2,-1648.0
A-3be56b,Company_200,HealthTech,IN,2023-10-26,event,Pro,3,False,True,17040.0,12,528,169908.0,4,40.25,True,14.2,2,0.82,0.0,40.25,2,-5970.0
A-354f12,Company_201,FinTech,US,2024-04-28,ads,Pro,1,True,False,8889.0,4,158,48510.0,2,56.5,True,8.1,15,67.0,0.0,56.5,1,1592.0
A-68f37c,Company_202,HealthTech,US,2023-07-15,ads,Basic,4,False,False,32270.0,12,624,202756.0,5,20.2,True,17.6,15,0.69,0.4,20.2,3,-549.0
A-aa9511,Company_203,DevTools,US,2023-10-10,other,Pro,23,True,False,60970.0,15,625,189526.0,2,56.5,True,14.7,0,1.82,1.0,56.5,1,-19303.0
A-af0cd2,Company_204,Cybersecurity,IN,2023-01-03,other,Enterprise,19,True,False,6460.0,11,687,225366.0,3,54.33,True,23.9,12,3.61,0.33,54.33,1,-361.0
A-bd4513,Company_205,DevTools,AU,2024-11-06,event,Enterprise,50,True,False,52204.0,12,507,157547.0,3,42.0,True,1.8,2,1.03,0.33,42.0,2,-1500.0
A-c222ab,Company_206,Cybersecurity,US,2024-05-10,other,Pro,32,False,True,18656.0,7,435,133441.0,4,39.0,True,7.7,2,1.81,0.5,39.0,1,0.0
A-34d880,Company_207,Cybersecurity,AU,2024-04-11,ads,Enterprise,4,False,False,20964.0,9,474,144424.0,5,52.2,True,8.7,18,1.43,0.2,52.2,0,-6279.0
A-508199,Company_208,FinTech,AU,2024-01-28,event,Basic,19,False,False,8436.0,5,231,80389.0,3,50.67,False,11.1,38,1.3,0.33,50.67,0,-3781.0
A-f03140,Company_209,DevTools,IN,2023-11-22,event,Pro,27,True,False,21075.0,10,595,196965.0,7,36.0,True,13.3,1,1.26,0.43,36.0,2,-601.0
A-410e86,Company_210,FinTech,US,2024-11-10,organic,Basic,24,False,False,15960.0,7,292,107443.0,5,42.6,False,1.7,4,1.29,0.2,42.6,0,4776.0
A-fa2041,Company_211,HealthTech,US,2024-05-29,organic,Pro,15,True,False,20915.0,12,552,157263.0,1,16.0,True,7.1,5,3.69,0.0,16.0,0,2847.0
A-de58ca,Company_212,HealthTech,DE,2023-04-13,organic,Enterprise,15,False,False,23905.0,11,505,141942.0,5,30.6,False,20.6,10,1.14,0.2,30.6,0,450.0
A-05d3b3,Company_213,DevTools,AU,2023-05-28,ads,Basic,9,True,False,12610.0,13,642,193363.0,6,31.5,True,19.2,13,0.39,0.5,31.5,0,637.0
A-249769,Company_214,Cybersecurity,US,2024-04-25,event,Enterprise,4,False,True,15717.0,13,678,193777.0,2,39.5,True,8.2,1,1.24,0.5,39.5,0,-399.0
A-e43bf7,Company_215,Cybersecurity,AU,2023-03-24,other,Pro,44,False,False,46666.0,7,371,103455.0,5,27.4,True,21.3,23,2.24,0.4,27.4,3,6600.0
A-eb2fdc,Company_216,DevTools,AU,2023-11-21,organic,Enterprise,31,False,True,31968.0,12,547,174663.0,5,33.6,True,13.3,32,0.98,0.0,33.6,0,-930.0
A-e1462e,Company_217,FinTech,UK,2023-03-12,partner,Basic,15,False,False,12030.0,7,347,98097.0,2,39.5,True,21.7,51,0.53,1.0,39.5,2,-735.0
A-cab532,Company_218,DevTools,FR,2023-04-03,organic,Pro,11,True,False,20088.0,15,1005,273639.0,1,32.0,True,21.0,1,0.88,0.0,32.0,3,3946.0
A-9123ac,Company_219,Cybersecurity,DE,2023-06-20,organic,Pro,9,False,False,14751.0,7,386,120014.0,6,38.83,True,18.4,12,9.22,0.5,38.83,1,3141.0
A-6e08f3,Company_220,Cybersecurity,US,2023-02-27,event,Basic,8,False,False,18190.0,10,492,149078.0,2,36.5,True,22.1,3,2.04,0.5,36.5,2,-5572.0
A-d922bf,Company_221,HealthTech,US,2023-09-08,ads,Basic,5,True,True,17114.0,7,419,134119.0,7,39.14,True,15.8,10,0.85,0.29,39.14,0,1791.0
A-8ed5dd,Company_222,EdTech,UK,2023-06-29,event,Enterprise,5,False,True,11956.0,12,545,173217.0,6,29.0,True,18.1,12,0.96,0.67,29.0,4,190.0
A-7c6b6b,Company_223,FinTech,US,2024-11-30,other,Basic,6,False,False,4818.0,7,311,82471.0,5,52.2,True,1.0,24,1.26,0.4,52.2,0,931.0
A-3c1a3f,Company_224,DevTools,UK,2023-08-26,event,Pro,1,False,False,14909.0,12,497,172341.0,4,33.25,False,16.2,11,1.04,0.25,33.25,1,-2653.0
A-b48f73,Company_225,EdTech,AU,2024-11-13,event,Pro,80,True,False,28320.0,7,412,118416.0,3,28.67,False,1.6,36,0.92,0.67,28.67,0,14400.0
A-76fa4d,Company_226,HealthTech,US,2024-11-24,event,Pro,69,False,False,61686.0,7,357,126251.0,5,33.4,True,1.2,28,2.48,0.6,33.4,0,3381.0
A-b2af2e,Company_227,Cybersecurity,UK,2024-08-24,event,Enterprise,5,False,False,3112.0,4,174,60214.0,2,39.5,True,4.2,50,2.5,0.0,39.5,1,-31.0
A-9bfc9f,Company_228,DevTools,CA,2023-09-14,ads,Pro,53,False,False,15342.0,9,376,109862.0,6,35.33,False,15.6,23,0.5,0.5,35.33,4,0.0
A-4ae22a,Company_229,EdTech,US,2024-05-09,other,Pro,6,False,True,9432.0,7,369,142387.0,3,14.33,True,7.8,3,1.61,0.33,14.33,0,5040.0
A-fda07f,Company_230,Cybersecurity,FR,2024-08-11,partner,Basic,7,False,False,28418.0,12,681,231376.0,5,17.8,True,4.7,0,0.61,0.6,17.8,5,2443.0
A-de24d5,Company_231,DevTools,US,2024-11-05,other,Enterprise,5,True,False,21327.0,13,537,140266.0,7,43.14,False,1.8,39,0.63,0.43,43.14,0,2397.0
A-977ca0,Company_232,HealthTech,IN,2023-02-20,partner,Basic,6,False,True,30055.0,16,893,242860.0,3,64.0,False,22.3,7,1.26,0.67,64.0,1,0.0
A-ab438f,Company_233,Cybersecurity,US,2024-09-13,ads,Enterprise,13,False,True,16358.0,8,369,111452.0,2,33.5,True,3.6,6,0.63,1.0,33.5,1,2587.0
A-e89151,Company_234,FinTech,UK,2023-09-14,organic,Pro,8,True,True,21734.0,9,601,188786.0,2,41.5,False,15.6,1,2.82,0.0,41.5,3,1139.0
A-40906c,Company_235,EdTech,US,2024-03-27,ads,Basic,92,False,False,64400.0,12,685,210243.0,5,29.2,False,9.2,28,1.52,0.2,29.2,0,4508.0
A-81edc3,Company_236,Cybersecurity,IN,2023-10-30,ads,Basic,5,False,False,17524.0,12,765,245080.0,3,52.67,True,14.1,2,2.15,1.0,52.67,2,1127.0
A-328bd0,Company_237,HealthTech,AU,2023-05-16,partner,Enterprise,18,False,False,15979.0,13,568,162210.0,5,46.0,False,19.5,7,1.12,0.4,46.0,2,-342.0
A-b3fe05,Company_238,Cybersecurity,CA,2024-05-28,partner,Pro,8,False,False,24494.0,9,438,141962.0,4,48.25,False,7.1,2,0.39,1.0,48.25,0,8869.0
A-09540c,Company_239,Cybersecurity,CA,2023-10-30,event,Basic,67,True,False,23718.0,6,297,94696.0,2,28.0,True,14.1,29,0.59,0.5,28.0,1,-2010.0
A-e693b6,Company_240,FinTech,AU,2023-05-25,event,Enterprise,55,False,True,34155.0,12,681,206167.0,1,1.0,True,19.3,0,1.39,1.0,1.0,1,0.0
A-2446e3,Company_241,EdTech,IN,2024-01-10,organic,Pro,27,False,False,24138.0,7,496,151037.0,3,28.67,True,11.7,7,1.32,0.33,28.67,2,4050.0
A-241e75,Company_242,EdTech,US,2024-07-03,partner,Enterprise,3,False,False,3594.0,5,266,100257.0,4,31.5,True,5.9,18,1.77,0.25,31.5,1,1912.0
A-922109,Company_243,Cybersecurity,US,2024-01-26,ads,Pro,3,False,False,14118.0,13,819,274464.0,3,25.33,True,11.2,10,0.8,0.33,25.33,0,649.0
A-ff3c73,Company_244,HealthTech,AU,2023-01-26,other,Pro,21,False,False,4335.0,9,408,143989.0,2,35.5,True,23.2,3,2.91,0.5,35.5,1,-1254.0
A-8b0451,Company_245,FinTech,UK,2024-09-16,event,Enterprise,41,False,False,31709.0,10,606,177930.0,7,26.57,True,3.5,0,0.6,0.71,26.57,0,7380.0
A-331424,Company_246,DevTools,US,2023-11-06,organic,Basic,11,False,False,6776.0,6,214,76170.0,2,24.5,True,13.8,29,0.43,0.0,24.5,0,0.0
A-51ec1b,Company_247,DevTools,US,2023-11-08,ads,Enterprise,7,False,False,11087.0,6,283,111162.0,3,52.33,True,13.8,70,0.25,0.33,52.33,3,-2256.0
A-bcf664,Company_248,DevTools,US,2023-05-19,other,Pro,5,False,False,13728.0,13,575,181920.0,5,36.0,True,19.4,7,1.44,0.8,36.0,0,1045.0
A-90a8c8,Company_249,FinTech,AU,2024-08-24,organic,Pro,15,False,False,26514.0,7,404,127486.0,4,45.0,True,4.2,4,0.66,0.5,45.0,2,-13400.0
A-86cdb4,Company_250,DevTools,DE,2024-09-22,partner,Basic,2,False,False,3551.0,9,492,167226.0,5,26.4,False,3.3,23,4.03,0.8,26.4,0,-75.0
A-4bfa33,Company_251,Cybersecurity,US,2024-12-07,event,Basic,8,True,False,5606.0,7,329,78244.0,4,16.5,True,0.8,5,2.43,0.75,16.5,0,228.0
A-dbc825,Company_252,EdTech,FR,2024-01-07,partner,Enterprise,19,False,False,42404.0,16,730,212801.0,6,49.5,True,11.8,1,0.82,0.5,49.5,2,2850.0
A-c70870,Company_253,Cybersecurity,US,2024-10-22,partner,Basic,31,False,False,39614.0,7,334,106338.0,5,35.6,True,2.3,0,2.68,0.2,35.6,3,4606.0
A-7c4956,Company_254,DevTools,US,2023-05-06,ads,Enterprise,5,False,True,3409.0,8,475,129707.0,3,13.67,False,19.9,5,1.56,0.67,13.67,0,-1023.0
A-0651a4,Company_255,HealthTech,FR,2024-10-16,organic,Pro,16,False,False,44564.0,15,705,201426.0,4,29.25,True,2.5,15,3.46,1.0,29.25,0,-9751.0
A-3ce5b8,Company_256,FinTech,IN,2023-09-07,ads,Basic,8,False,True,16650.0,9,509,147802.0,10,42.5,True,15.8,16,1.23,0.6,42.5,0,0.0
A-bd4708,Company_257,FinTech,US,2024-07-21,ads,Pro,37,True,False,38975.0,13,653,201897.0,4,24.0,False,5.4,1,0.8,0.5,24.0,1,0.0
A-993085,Company_258,HealthTech,US,2023-06-01,ads,Basic,31,True,False,48456.0,15,665,216015.0,4,46.5,True,19.0,11,0.44,0.25,46.5,4,6839.0
A-92a3af,Company_259,Cybersecurity,IN,2024-07-07,organic,Enterprise,25,False,False,34538.0,11,714,218189.0,4,57.5,False,5.8,13,1.38,0.25,57.5,2,398.0
A-151c9a,Company_260,FinTech,US,2023-01-27,ads,Enterprise,23,False,False,14250.0,5,366,120907.0,2,31.0,True,23.1,2,1.3,0.5,31.0,1,294.0
A-474ad4,Company_261,EdTech,US,2023-11-28,organic,Basic,8,False,False,12125.0,15,605,183355.0,3,33.0,False,13.1,20,0.53,0.33,33.0,1,4776.0
A-4ef964,Company_262,HealthTech,US,2024-03-07,organic,Pro,17,False,False,14279.0,9,487,150663.0,3,42.67,True,9.8,8,2.9,0.33,42.67,0,-2011.0
A-fd9422,Company_263,Cybersecurity,US,2024-04-04,organic,Pro,58,False,False,28130.0,9,456,143313.0,6,44.33,False,8.9,1,0.74,0.5,44.33,2,-2842.0
A-0baac2,Company_264,FinTech,DE,2024-05-30,organic,Enterprise,14,False,True,18500.0,6,202,73161.0,6,43.5,True,7.1,61,1.92,0.67,43.5,0,5144.0
A-bb1486,Company_265,HealthTech,US,2024-11-05,organic,Basic,41,False,False,16307.0,8,405,118945.0,3,11.0,True,1.8,22,0.29,0.67,11.0,2,-1274.0
A-560d27,Company_266,DevTools,US,2024-05-05,organic,Pro,23,False,False,41641.0,12,587,185616.0,4,30.75,False,7.9,64,0.94,0.0,30.75,1,-4140.0
A-0b0d6d,Company_267,DevTools,US,2024-12-30,organic,Pro,3,False,False,33491.0,13,582,162411.0,5,31.4,True,0.0,5,0.77,0.6,31.4,1,7107.0
A-2789e3,Company_268,FinTech,US,2024-09-14,partner,Enterprise,11,False,False,24489.0,12,680,205877.0,4,47.25,False,3.5,0,2.1,0.0,47.25,2,-418.0
A-b07346,Company_269,HealthTech,US,2024-10-10,partner,Pro,51,False,True,31416.0,5,326,106943.0,3,42.33,True,2.7,19,0.4,0.67,42.33,1,10149.0
A-902ef7,Company_270,HealthTech,US,2024-09-03,other,Enterprise,83,False,True,44322.0,8,414,145878.0,2,48.5,True,3.9,71,0.75,1.0,48.5,2,0.0
A-20736a,Company_271,EdTech,IN,2024-03-16,organic,Enterprise,50,False,False,40525.0,7,430,108408.0,4,42.25,True,9.5,2,1.5,0.75,42.25,2,-539.0
A-e4bf56,Company_272,HealthTech,IN,2024-10-28,ads,Pro,17,False,True,18926.0,7,339,115488.0,8,29.12,False,2.1,8,2.63,0.75,29.12,1,-6530.0
A-cea1f0,Company_273,FinTech,US,2024-04-07,event,Pro,8,False,True,12244.0,10,586,161188.0,5,42.2,False,8.8,8,1.47,0.6,42.2,2,1200.0
A-ef84cf,Company_274,EdTech,US,2024-03-01,partner,Enterprise,8,False,False,7507.0,5,309,100420.0,5,34.8,True,10.0,0,1.11,0.4,34.8,1,0.0
A-d49cc5,Company_275,Cybersecurity,FR,2023-09-19,event,Basic,50,False,False,13325.0,8,436,142933.0,4,32.0,True,15.4,3,5.55,0.5,32.0,0,0.0
A-67be94,Company_276,EdTech,US,2023-04-04,organic,Enterprise,26,False,False,21930.0,7,416,127197.0,5,38.6,True,20.9,13,1.11,1.0,38.6,1,9170.0
A-4e960a,Company_277,FinTech,US,2024-01-17,other,Enterprise,12,True,True,23942.0,12,512,153943.0,6,29.17,False,11.5,3,2.88,0.5,29.17,1,4577.0
A-c37cab,Company_278,Cybersecurity,UK,2024-07-29,event,Pro,13,False,False,29433.0,12,708,203309.0,4,33.0,True,5.1,1,1.09,0.5,33.0,2,437.0
A-533452,Company_279,DevTools,AU,2024-11-12,organic,Pro,9,False,False,20664.0,11,595,172726.0,4,32.75,True,1.6,16,0.5,0.5,32.75,2,-3158.0
A-443b7c,Company_280,Cybersecurity,US,2024-09-06,other,Enterprise,1,False,True,24062.0,16,618,195039.0,8,29.25,False,3.8,4,0.92,0.75,29.25,4,4116.0
A-1f7acb,Company_281,FinTech,UK,2023-08-06,ads,Basic,64,True,False,46912.0,8,510,164068.0,7,41.71,False,16.9,18,0.32,0.57,41.71,4,9600.0
A-f51f16,Company_282,HealthTech,US,2023-12-25,partner,Enterprise,1,False,False,13310.0,8,384,146093.0,4,29.25,True,12.2,23,0.97,0.75,29.25,2,-2891.0
A-5a3eb9,Company_283,DevTools,CA,2023-08-20,other,Enterprise,18,True,False,20293.0,13,722,216880.0,3,24.0,True,16.4,20,0.5,0.67,24.0,2,-2786.0
A-5f2961,Company_284,HealthTech,US,2024-11-22,partner,Basic,4,False,False,10299.0,7,348,103023.0,1,53.0,True,1.3,57,0.28,1.0,53.0,0,2880.0
A-417d2f,Company_285,Cybersecurity,IN,2023-07-04,partner,Pro,4,True,False,22933.0,16,722,206401.0,6,43.5,True,17.9,20,0.83,0.67,43.5,1,-600.0
A-e98302,Company_286,EdTech,US,2023-12-26,ads,Enterprise,16,True,False,12567.0,6,273,88751.0,9,44.44,False,12.2,19,0.57,0.56,44.44,0,-6120.0
A-8bde0c,Company_287,DevTools,US,2024-11-04,organic,Basic,12,False,False,34198.0,18,773,240908.0,3,25.67,True,1.9,25,1.15,0.33,25.67,2,-4347.0
A-bcf87c,Company_288,FinTech,US,2024-06-27,event,Pro,10,False,True,21770.0,11,503,147590.0,2,63.0,False,6.1,17,1.04,0.0,63.0,1,-5846.0
A-54ecc2,Company_289,Cybersecurity,US,2023-06-11,partner,Enterprise,4,False,False,16168.0,11,607,183498.0,5,37.4,True,18.7,22,0.68,0.4,37.4,1,-2113.0
A-625d0b,Company_290,EdTech,AU,2024-09-02,ads,Basic,9,False,False,11893.0,11,529,141489.0,5,48.4,False,3.9,22,1.7,0.6,48.4,0,-1990.0
A-fce879,Company_291,EdTech,UK,2024-09-24,partner,Pro,10,True,True,6797.0,5,299,98740.0,2,28.0,True,3.2,31,2.0,0.5,28.0,1,228.0
A-b07b56,Company_292,DevTools,US,2024-11-08,event,Pro,25,False,True,16984.0,15,633,185462.0,4,31.25,True,1.7,2,0.93,1.0,31.25,0,-750.0
A-6da850,Company_293,FinTech,IN,2023-10-07,organic,Pro,5,False,False,18559.0,16,714,186370.0,5,49.0,True,14.8,4,0.39,0.4,49.0,4,1421.0
A-342303,Company_294,EdTech,US,2024-03-16,other,Pro,1,True,False,1695.0,3,141,23149.0,3,29.33,True,9.5,35,0.56,0.67,29.33,0,-1049.0
A-e7a1e2,Company_295,Cybersecurity,US,2024-06-23,event,Enterprise,3,False,False,20042.0,12,703,220928.0,1,45.0,True,6.3,10,1.53,0.0,45.0,0,622.0
A-f1f639,Company_296,EdTech,US,2023-02-26,ads,Basic,2,False,False,2919.0,4,139,43097.0,7,20.0,True,22.1,11,5.17,0.57,20.0,1,796.0
A-a865bd,Company_297,Cybersecurity,US,2023-09-19,organic,Pro,38,False,False,21022.0,5,230,60120.0,2,31.5,True,15.4,13,2.62,0.5,31.5,0,-5700.0
A-4e631b,Company_298,FinTech,US,2024-03-16,other,Enterprise,22,False,False,24398.0,11,502,154668.0,2,24.5,False,9.5,12,1.33,0.5,24.5,2,3960.0
A-7f6b86,Company_299,HealthTech,US,2023-08-24,partner,Basic,45,True,True,19402.0,9,420,144249.0,7,40.43,True,16.3,5,0.42,0.86,40.43,3,0.0
A-8adedc,Company_300,EdTech,US,2024-02-11,event,Basic,4,True,True,28328.0,14,583,165997.0,4,49.25,False,10.6,0,0.52,0.25,49.25,0,-2425.0
A-2edab2,Company_301,HealthTech,US,2023-11-17,event,Enterprise,17,False,False,11390.0,10,487,160804.0,4,30.0,True,13.5,9,1.28,0.25,30.0,1,-2550.0
A-149a69,Company_302,DevTools,US,2024-10-17,event,Basic,34,False,False,8058.0,3,208,59894.0,8,33.88,True,2.5,136,0.0,0.62,33.88,0,0.0
A-a6d261,Company_303,FinTech,CA,2023-11-29,other,Pro,9,False,False,38191.0,14,627,189235.0,4,40.0,True,13.1,1,0.31,0.25,40.0,3,-1620.0
A-443f6f,Company_304,Cybersecurity,US,2024-12-07,organic,Basic,19,False,False,13594.0,9,527,158149.0,4,28.0,False,0.8,5,1.55,0.5,28.0,1,864.0
A-202b67,Company_305,HealthTech,US,2024-03-22,organic,Pro,11,False,False,18168.0,9,447,110514.0,4,36.75,True,9.3,3,2.02,0.75,36.75,1,0.0
A-00bed1,Company_306,Cybersecurity,US,2023-11-14,ads,Basic,28,True,False,33506.0,10,514,143734.0,4,31.75,True,13.6,17,0.52,1.0,31.75,3,-4200.0
A-ffc04f,Company_307,EdTech,US,2024-06-06,ads,Pro,13,False,False,20039.0,15,857,277347.0,7,17.71,True,6.8,22,0.76,0.43,17.71,1,-247.0
A-65c341,Company_308,FinTech,US,2023-12-26,ads,Pro,11,True,False,30546.0,8,410,147068.0,5,41.4,True,12.2,6,0.29,0.8,41.4,0,0.0
A-dcc2f0,Company_309,FinTech,UK,2023-07-22,organic,Basic,15,False,False,17493.0,15,833,243699.0,2,27.0,True,17.3,5,0.73,0.5,27.0,2,-2700.0
A-ced9aa,Company_310,DevTools,US,2024-10-05,other,Enterprise,3,False,False,6252.0,11,531,166970.0,7,28.86,False,2.9,25,0.77,0.29,28.86,0,-634.0
A-3d957b,Company_311,HealthTech,UK,2024-04-04,other,Pro,14,False,False,11852.0,6,143,43699.0,3,41.33,True,8.9,72,14.0,1.0,41.33,3,735.0
A-89ee83,Company_312,Cybersecurity,US,2024-10-04,organic,Pro,1,False,True,24907.0,11,565,172626.0,5,21.8,False,2.9,14,1.41,0.4,21.8,3,2786.0
